IdExpediente,Turno,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,TipoPersona,Edad,SeriedadAcc,CoordenadaUTM_Y,CoordenadaUTM_X
2010S000017,Tarde,18,No es causa del peatón,Bicicleta,Home,Conductor,41,Herida leve,4581960.58,425772.51
2010S000018,Tarde,21,No es causa del peatón,Turismo,Home,Conductor,34,Herida leve,4584514.79,433571.61
2010S000018,Tarde,21,No es causa del peatón,Turismo,Dona,Passatger,6,Herida leve,4584514.79,433571.61
2010S000019,Tarde,19,No es causa del peatón,Motocicleta,Dona,Passatger,34,Herida leve,4582873.21,429950.02
2010S000019,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4582873.21,429950.02
2010S000020,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,22,Herida leve,4584977.69,429688.68
2010S000021,Noche,22,No es causa del peatón,Motocicleta,Home,Conductor,66,Herida leve,4583239.52,427734.98
2010S000022,Noche,0,No es causa del peatón,Ciclomotor,Dona,Conductor,20,Herida leve,4584044.05,428013.68
2010S000025,Matutino,10,No es causa del peatón,Bicicleta,Home,Conductor,36,Herida leve,4583354.91,429430.67
2010S000026,Tarde,14,No es causa del peatón,Motocicleta,Dona,Conductor,47,Herida leve,4583987.10,429738.86
2010S000027,Tarde,14,No es causa del peatón,Motocicleta,Home,Passatger,20,Herida leve,4582182.84,428025.43
2010S000027,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,22,Herida leve,4582182.84,428025.43
2010S000028,Tarde,15,No es causa del peatón,Turismo,Home,Passatger,26,Herida leve,4580282.67,428395.59
2010S000028,Tarde,15,No es causa del peatón,Turismo,Dona,Passatger,3,Herida leve,4580282.67,428395.59
2010S000030,Tarde,19,Desobedecer Semáforo,Taxi,Dona,Vianant,80,Herida leve,4585725.30,432120.55
2010S000031,Tarde,19,Cruzar fuera de paso peatonal,Motocicleta,Dona,Vianant,52,Herida leve,4582472.84,430700.22
2010S000032,Tarde,19,No es causa del peatón,Turismo,Dona,Conductor,36,Herida leve,4582568.21,429799.37
2010S000033,Tarde,18,No es causa del peatón,Motocicleta,Home,Passatger,23,Herida leve,4582873.68,430340.37
2010S000033,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4582873.68,430340.37
2010S000033,Tarde,18,No es causa del peatón,Turismo,Home,Conductor,45,Herida leve,4582873.68,430340.37
2010S000034,Noche,22,Desobedecer Semáforo,Turismo,Home,Vianant,18,Herida leve,4585877.10,434007.45
2010S000036,Tarde,19,No es causa del peatón,Bicicleta,Dona,Conductor,20,Herida leve,4582426.75,429655.48
2010S000037,Noche,0,No es causa del peatón,Turismo,Dona,Passatger,33,Herida leve,4583759.57,431274.79
2010S000038,Matutino,8,No es causa del peatón,Motocicleta,Dona,Conductor,43,Herida leve,4581197.53,429865.01
2010S000039,Tarde,19,No es causa del peatón,Turismo,Dona,Passatger,35,Herida leve,4583121.25,430414.53
2010S000040,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,51,Herida leve,4582426.01,429629.80
2010S000041,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,42,Herida leve,4580937.40,428856.34
2010S000042,Matutino,11,No es causa del peatón,Motocicleta,Dona,Conductor,32,Herida leve,4582511.71,427514.84
2010S000043,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4588830.68,431621.76
2010S000044,Matutino,10,No es causa del peatón,Motocicleta,Home,Conductor,39,Herida leve,4584380.65,429080.50
2010S000045,Matutino,13,No es causa del peatón,Ciclomotor,Dona,Conductor,27,Herida leve,4583938.87,432078.02
2010S000046,Tarde,15,No es causa del peatón,Motocicleta,Dona,Conductor,34,Herida leve,4582707.90,429559.10
2010S000047,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,24,Herida grave,4578523.14,429617.47
2010S000048,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4585101.95,428509.31
2010S000049,Tarde,17,No es causa del peatón,Ciclomotor,Home,Conductor,17,Herida leve,4587394.58,429838.53
2010S000050,Tarde,17,No es causa del peatón,Motocicleta,Dona,Passatger,46,Herida leve,4584399.41,429011.16
2010S000051,Tarde,17,No es causa del peatón,Turismo,Dona,Passatger,24,Herida leve,4580537.56,429839.31
2010S000052,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,34,Herida leve,4582102.04,430201.20
2010S000053,Tarde,19,No es causa del peatón,Motocicleta,Dona,Conductor,29,Herida leve,4583607.26,429245.91
2010S000054,Tarde,19,Cruzar fuera de paso peatonal,Motocicleta,Home,Conductor,29,Herida leve,4581270.84,431392.96
2010S000055,Noche,22,No es causa del peatón,Motocicleta,Dona,Passatger,34,Herida leve,4582182.80,430398.05
2010S000055,Noche,22,No es causa del peatón,Motocicleta,Dona,Conductor,23,Herida leve,4582182.80,430398.05
2010S000056,Tarde,20,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4582954.09,429674.94
2010S000056,Tarde,20,No es causa del peatón,Motocicleta,Dona,Passatger,20,Herida leve,4582954.09,429674.94
2010S000057,Tarde,21,Desobedecer Semáforo,Motocicleta,Dona,Passatger,55,Herida leve,4583619.94,430862.46
2010S000057,Tarde,21,Desobedecer Semáforo,Motocicleta,Home,Vianant,84,Herida leve,4583619.94,430862.46
2010S000057,Tarde,21,Desobedecer Semáforo,Motocicleta,Home,Conductor,54,Herida leve,4583619.94,430862.46
2010S000058,Noche,23,No es causa del peatón,Ciclomotor,Home,Conductor,22,Herida leve,4584661.42,429048.66
2010S000059,Noche,22,No es causa del peatón,Ciclomotor,Home,Conductor,26,Herida leve,4581374.11,429577.71
2010S000061,Noche,2,No es causa del peatón,Turismo,Home,Passatger,42,Herida leve,4580914.89,429460.61
2010S000061,Noche,2,No es causa del peatón,Taxi,Home,Conductor,50,Herida leve,4580914.89,429460.61
2010S000062,Noche,2,No es causa del peatón,Turismo,Home,Passatger,41,Herida leve,4584067.77,431170.78
2010S000063,Noche,2,No es causa del peatón,Turismo,Dona,Passatger,22,Herida leve,4581498.83,431680.73
2010S000063,Noche,2,No es causa del peatón,Turismo,Home,Conductor,24,Herida leve,4581498.83,431680.73
2010S000063,Noche,2,No es causa del peatón,Turismo,Dona,Passatger,30,Herida leve,4581498.83,431680.73
2010S000063,Noche,2,No es causa del peatón,Furgoneta,Home,Conductor,62,Herida leve,4581498.83,431680.73
2010S000064,Matutino,7,No es causa del peatón,Motocicleta,Dona,Conductor,26,Herida leve,4586533.45,432061.23
2010S000065,Matutino,8,No es causa del peatón,Furgoneta,Home,Conductor,33,Herida leve,4586538.82,432058.77
2010S000065,Matutino,8,No es causa del peatón,Furgoneta,Home,Passatger,30,Herida leve,4586538.82,432058.77
2010S000066,Matutino,8,No es causa del peatón,Motocicleta,Dona,Conductor,30,Herida leve,4586453.46,428432.21
2010S000067,Matutino,8,No es causa del peatón,Bicicleta,Home,Conductor,46,Herida leve,4583177.93,430202.67
2010S000067,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,46,Herida leve,4583177.93,430202.67
2010S000068,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4584755.62,431246.59
2010S000069,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4583244.40,430718.80
2010S000071,Matutino,12,No es causa del peatón,Turismo,Home,Vianant,28,Herida leve,4582116.12,426268.48
2010S000072,Matutino,13,No es causa del peatón,Ciclomotor,Home,Conductor,33,Herida leve,4584462.78,432022.79
2010S000073,Tarde,14,Desobedecer Semáforo,Tranvía o tren,Home,Vianant,30,Herida leve,4583970.11,432223.28
2010S000074,Tarde,16,No es causa del peatón,Ciclomotor,Dona,Conductor,28,Herida leve,4582228.33,427162.25
2010S000075,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,45,Herida leve,4586544.65,433319.33
2010S000076,Matutino,13,No es causa del peatón,Ciclomotor,Home,Conductor,20,Herida leve,4585944.75,432111.43
2010S000077,Tarde,14,No es causa del peatón,Ciclomotor,Home,Conductor,25,Herida leve,4583623.59,427673.64
2010S000078,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida leve,4588179.56,431819.39
2010S000079,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4582727.62,432536.23
2010S000080,Tarde,19,No es causa del peatón,Ciclomotor,Dona,Passatger,23,Herida leve,4584153.57,432588.39
2010S000080,Tarde,19,No es causa del peatón,Ciclomotor,Home,Conductor,21,Herida leve,4584153.57,432588.39
2010S000082,Tarde,20,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4580484.75,428136.87
2010S000083,Tarde,21,No es causa del peatón,Turismo,Home,Conductor,86,Herida leve,4581728.57,428943.11
2010S000083,Tarde,21,No es causa del peatón,Taxi,Home,Conductor,34,Herida leve,4581728.57,428943.11
2010S000084,Tarde,21,No es causa del peatón,Ciclomotor,Home,Conductor,18,Herida leve,4582957.17,428627.37
2010S000085,Tarde,21,No es causa del peatón,Motocicleta,Dona,Conductor,38,Herida leve,4583675.04,430353.54
2010S000086,Tarde,20,Desobedecer Semáforo,Motocicleta,Home,Vianant,17,Herida leve,4582349.47,430644.89
2010S000087,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4584177.96,430863.31
2010S000088,Tarde,20,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4582782.86,430368.07
2010S000089,Noche,22,No es causa del peatón,Taxi,Home,Conductor,52,Herida leve,4584623.39,432872.16
2010S000090,Noche,0,No es causa del peatón,Motocicleta,Dona,Passatger,19,Herida leve,4583452.26,427615.69
2010S000091,Noche,22,No es causa del peatón,Ciclomotor,Home,Conductor,19,Herida leve,4586487.34,429563.11
2010S000092,Noche,3,No es causa del peatón,Turismo,Dona,Conductor,23,Herida leve,4583202.54,429380.55
2010S000093,Matutino,6,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4582054.85,425700.54
2010S000094,Matutino,11,No es causa del peatón,Ciclomotor,Dona,Vianant,49,Herida leve,4582538.34,429998.66
2010S000095,Tarde,14,No es causa del peatón,Ciclomotor,Dona,Conductor,27,Herida leve,4583452.26,427615.69
2010S000096,Matutino,13,No es causa del peatón,Turismo,Home,Conductor,26,Herida leve,4588537.49,431199.63
2010S000097,Tarde,14,No es causa del peatón,Turismo,Dona,Passatger,33,Herida leve,4585292.28,427538.94
2010S000098,Tarde,16,No es causa del peatón,Turismo,Dona,Passatger,38,Herida leve,4583840.16,431945.63
2010S000098,Tarde,16,No es causa del peatón,Turismo,Home,Conductor,37,Herida leve,4583840.16,431945.63
2010S000098,Tarde,16,No es causa del peatón,Turismo,Dona,Passatger,25,Herida leve,4583840.16,431945.63
2010S000098,Tarde,16,No es causa del peatón,Turismo,Home,Conductor,26,Herida leve,4583840.16,431945.63
2010S000099,Tarde,18,No es causa del peatón,Turismo,Dona,Conductor,32,Herida leve,4588159.76,430073.98
2010S000099,Tarde,18,No es causa del peatón,Turismo,Home,Conductor,44,Herida leve,4588159.76,430073.98
2010S000099,Tarde,18,No es causa del peatón,Turismo,Dona,Passatger,27,Herida leve,4588159.76,430073.98
2010S000100,Tarde,14,No es causa del peatón,Motocicleta,Dona,Conductor,34,Herida leve,4586017.93,433561.94
2010S000101,Tarde,17,No es causa del peatón,Motocicleta,Home,Conductor,22,Herida leve,4582390.14,429801.46
2010S000102,Tarde,17,No es causa del peatón,Turismo,Home,Conductor,42,Herida leve,4586830.43,429988.50
2010S000103,Tarde,19,No es causa del peatón,Motocicleta,Dona,Passatger,30,Herida leve,4586046.20,431587.38
2010S000103,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,34,Herida leve,4586046.20,431587.38
2010S000104,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4582680.04,432913.63
2010S000105,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4581291.51,427758.75
2010S000105,Tarde,21,No es causa del peatón,Motocicleta,Dona,Passatger,31,Herida leve,4581291.51,427758.75
2010S000106,Tarde,20,No es causa del peatón,Turismo,Dona,Passatger,79,Herida leve,4584137.74,431593.05
2010S000107,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4585027.71,427205.87
2010S000108,Matutino,10,No es causa del peatón,Turismo,Dona,Conductor,38,Herida leve,4582711.99,432541.68
2010S000109,Matutino,10,No es causa del peatón,Turismo,Dona,Conductor,46,Herida leve,4584037.79,427272.64
2010S000110,Matutino,11,Cruzar fuera de paso peatonal,Motocicleta,Home,Vianant,34,Herida leve,4582581.73,430465.11
2010S000111,Matutino,13,No es causa del peatón,Turismo,Dona,Conductor,54,Herida leve,4581069.10,428899.80
2010S000112,Tarde,14,No es causa del peatón,Autobús,Dona,Passatger,72,Herida leve,4585334.36,432773.10
2010S000113,Matutino,13,No es causa del peatón,Turismo,Home,Conductor,31,Herida leve,4582174.58,430249.34
2010S000114,Tarde,15,No es causa del peatón,Bicicleta,Home,Conductor,29,Herida leve,4584602.78,432864.78
2010S000115,Tarde,17,No es causa del peatón,Autobús,Home,Conductor,43,Herida leve,4582328.28,430568.26
2010S000116,Tarde,18,Desobedecer Semáforo,Motocicleta,Home,Conductor,44,Herida leve,4583834.10,428946.49
2010S000116,Tarde,18,Desobedecer Semáforo,Motocicleta,Dona,Vianant,34,Herida leve,4583834.10,428946.49
2010S000117,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4581488.22,429992.47
2010S000118,Tarde,19,Desobedecer Semáforo,Taxi,Home,Vianant,43,Herida leve,4584354.00,431431.97
2010S000119,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4580984.00,428657.34
2010S000120,Tarde,20,No es causa del peatón,Ciclomotor,Home,Conductor,36,Herida leve,4581529.67,429583.03
2010S000121,Tarde,21,No es causa del peatón,Autobús,Dona,Passatger,39,Herida leve,4582064.53,426117.87
2010S000122,Noche,0,No es causa del peatón,Cuadriciclo >=75cc,Dona,Passatger,24,Herida leve,4586830.47,430622.65
2010S000122,Noche,0,No es causa del peatón,Turismo,Home,Conductor,Desconocido,Herida leve,4586830.47,430622.65
2010S000123,Tarde,21,No es causa del peatón,Ciclomotor,Home,Conductor,19,Herida leve,4586216.46,432495.02
2010S000124,Noche,1,No es causa del peatón,Taxi,Home,Conductor,44,Herida leve,4586515.75,431229.87
2010S000124,Noche,1,No es causa del peatón,Turismo,Home,Passatger,19,Herida leve,4586515.75,431229.87
2010S000125,Matutino,7,No es causa del peatón,Ciclomotor,Home,Conductor,22,Herida leve,4582647.46,430644.92
2010S000126,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4583548.44,428740.93
2010S000127,Matutino,8,No es causa del peatón,Taxi,Dona,Passatger,44,Herida leve,4582620.42,431833.54
2010S000127,Matutino,8,No es causa del peatón,Turismo,Home,Conductor,44,Herida leve,4582620.42,431833.54
2010S000127,Matutino,8,No es causa del peatón,Taxi,Home,Passatger,40,Herida leve,4582620.42,431833.54
2010S000128,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,33,Herida leve,4579874.04,428040.37
2010S000129,Matutino,9,No es causa del peatón,Turismo,Home,Conductor,39,Herida leve,4583849.37,426798.28
2010S000130,Matutino,10,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4581296.94,429206.69
2010S000131,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4584471.48,429835.91
2010S000132,Matutino,12,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4581865.33,431456.10
2010S000133,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,41,Herida leve,4584713.68,432106.86
2010S000134,Tarde,14,No es causa del peatón,Bicicleta,Home,Conductor,37,Herida leve,4584713.56,431832.66
2010S000135,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,24,Herida leve,4582776.22,430042.45
2010S000136,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,41,Herida leve,4583222.75,430466.56
2010S000138,Tarde,14,No es causa del peatón,Turismo,Home,Conductor,48,Herida leve,4585737.92,433644.95
2010S000139,Tarde,15,No es causa del peatón,Bicicleta,Home,Conductor,19,Herida leve,4588103.69,432568.13
2010S000140,Matutino,12,No es causa del peatón,Motocicleta,Home,Conductor,42,Herida leve,4582695.99,429896.73
2010S000141,Tarde,17,No es causa del peatón,Turismo,Dona,Passatger,18,Herida leve,4584480.99,429025.06
2010S000141,Tarde,17,No es causa del peatón,Turismo,Home,Conductor,43,Herida leve,4584480.99,429025.06
2010S000142,Tarde,17,No es causa del peatón,Bicicleta,Home,Conductor,40,Herida leve,4581758.49,429810.73
2010S000143,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4585040.78,433153.07
2010S000144,Tarde,17,No es causa del peatón,Turismo,Dona,Conductor,38,Herida leve,4585678.04,428109.99
2010S000144,Tarde,17,No es causa del peatón,Turismo,Dona,Passatger,18,Herida leve,4585678.04,428109.99
2010S000144,Tarde,17,No es causa del peatón,Turismo,Dona,Conductor,58,Herida leve,4585678.04,428109.99
2010S000145,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4582596.53,429806.10
2010S000146,Tarde,16,No es causa del peatón,Turismo,Dona,Passatger,46,Herida leve,4587304.22,428733.32
2010S000147,Tarde,17,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4583740.13,426645.15
2010S000148,Tarde,20,No es causa del peatón,Turismo,Dona,Vianant,43,Herida leve,4584044.10,431430.66
2010S000149,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4581170.47,431181.96
2010S000150,Noche,22,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4582770.09,426013.53
2010S000151,Noche,23,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4585987.69,429238.36
2010S000152,Noche,3,No es causa del peatón,Turismo,Dona,Conductor,40,Herida leve,4586381.59,434024.36
2010S000153,Noche,3,No es causa del peatón,Turismo,Home,Conductor,21,Herida leve,4582930.12,428710.57
2010S000154,Matutino,6,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4582893.36,433485.25
2010S000155,Noche,5,No es causa del peatón,Ciclomotor,Home,Conductor,19,Herida leve,4582118.46,428435.67
2010S000157,Matutino,6,No es causa del peatón,Furgoneta,Home,Conductor,59,Herida leve,4583276.86,431362.10
2010S000158,Matutino,10,No es causa del peatón,Taxi,Home,Passatger,65,Herida leve,4582539.20,430958.70
2010S000159,Noche,0,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4583056.56,428432.50
2010S000160,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4583179.23,431292.18
2010S000161,Matutino,13,No es causa del peatón,Turismo,Dona,Vianant,65,Herida leve,4584990.58,428107.38
2010S000162,Tarde,14,No es causa del peatón,Bicicleta,Home,Conductor,14,Herida leve,4583942.20,428848.32
2010S000163,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4580705.62,428735.28
2010S000164,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4582424.87,430448.19
2010S000165,Tarde,17,Otras,Motocicleta,Dona,Vianant,64,Herida leve,4586580.91,429773.19
2010S000166,Tarde,18,No es causa del peatón,Ciclomotor,Dona,Conductor,21,Herida leve,4581509.95,427811.40
2010S000168,Tarde,21,No es causa del peatón,Motocicleta,Dona,Passatger,30,Herida leve,4583696.30,429483.21
2010S000169,Tarde,21,No es causa del peatón,Ciclomotor,Home,Conductor,19,Herida leve,4582178.44,430028.59
2010S000170,Noche,22,No es causa del peatón,Motocicleta,Dona,Passatger,18,Herida leve,4587049.63,431851.35
2010S000170,Noche,22,No es causa del peatón,Motocicleta,Home,Conductor,20,Herida leve,4587049.63,431851.35
2010S000171,Noche,22,No es causa del peatón,Ciclomotor,Dona,Passatger,61,Herida leve,4582245.25,430308.02
2010S000171,Noche,22,No es causa del peatón,Ciclomotor,Home,Conductor,50,Herida leve,4582245.25,430308.02
2010S000172,Noche,1,No es causa del peatón,Motocicleta,Home,Conductor,44,Herida leve,4582633.97,430417.38
2010S000173,Noche,3,No es causa del peatón,Taxi,Home,Conductor,58,Herida leve,4582580.96,429429.86
2010S000173,Noche,3,No es causa del peatón,Taxi,Dona,Passatger,20,Herida leve,4582580.96,429429.86
2010S000177,Tarde,18,No es causa del peatón,Turismo,Dona,Vianant,79,Herida leve,4590521.31,431474.60
2010S000178,Matutino,12,No es causa del peatón,Motocicleta,Dona,Conductor,29,Herida leve,4583597.41,425967.88
2010S000179,Matutino,12,No es causa del peatón,Autobús,Home,Passatger,95,Herida leve,4584062.14,433066.67
2010S000180,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4580705.62,428735.28
2010S000181,Tarde,14,No es causa del peatón,Turismo,Home,Vianant,60,Herida leve,4584374.43,431619.01
2010S000181,Tarde,14,No es causa del peatón,Turismo,Dona,Vianant,60,Herida leve,4584374.43,431619.01
2010S000182,Tarde,15,No es causa del peatón,Autobús,Dona,Passatger,60,Herida leve,4581173.79,428742.03
2010S000183,Tarde,15,No es causa del peatón,"Camión <= 3,5 Tm",Home,Conductor,37,Herida leve,4580974.39,429142.73
2010S000183,Tarde,15,No es causa del peatón,"Camión <= 3,5 Tm",Home,Passatger,46,Herida leve,4580974.39,429142.73
2010S000184,Tarde,16,Desobedecer Semáforo,Turismo,Home,Vianant,4,Herida leve,4587021.21,432022.30
2010S000186,Tarde,20,No es causa del peatón,Ciclomotor,Home,Conductor,20,Herida leve,4582978.24,429055.54
2010S000187,Tarde,14,No es causa del peatón,Turismo,Home,Conductor,30,Herida leve,4584685.43,431964.34
2010S000188,Noche,23,No es causa del peatón,Turismo,Dona,Passatger,28,Herida leve,4580908.62,428940.68
2010S000190,Noche,23,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4583163.71,429442.56
2010S000191,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,21,Herida leve,4583646.34,428512.05
2010S000192,Matutino,8,Desobedecer Semáforo,Motocicleta,Home,Vianant,77,Herida grave,4585041.15,431583.62
2010S000193,Matutino,10,No es causa del peatón,Ciclomotor,Dona,Conductor,26,Herida leve,4580900.85,430360.43
2010S000194,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,24,Herida leve,4582901.37,429168.58
2010S000195,Matutino,11,No es causa del peatón,Turismo,Dona,Conductor,46,Herida leve,4583317.43,429831.27
2010S000196,Matutino,11,No es causa del peatón,Ciclomotor,Home,Conductor,19,Herida leve,4584803.63,425924.12
2010S000197,Matutino,12,No es causa del peatón,Motocicleta,Dona,Conductor,43,Herida leve,4582213.63,430817.80
2010S000198,Matutino,11,No es causa del peatón,Turismo,Dona,Conductor,36,Herida leve,4588858.96,431677.86
2010S000198,Matutino,11,No es causa del peatón,Turismo,Dona,Conductor,31,Herida leve,4588858.96,431677.86
2010S000200,Matutino,10,No es causa del peatón,Turismo,Dona,Passatger,43,Herida leve,4584238.27,432266.26
2010S000202,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4583080.73,430506.56
2010S000203,Tarde,14,No es causa del peatón,Ciclomotor,Home,Conductor,21,Herida leve,4586337.37,429060.66
2010S000204,Matutino,13,Desobedecer Semáforo,Turismo,Home,Vianant,4,Herida leve,4584442.04,432744.92
2010S000205,Tarde,15,No es causa del peatón,Autobús,Home,Conductor,38,Herida leve,4582960.41,428611.80
2010S000205,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4582960.41,428611.80
2010S000206,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,57,Herida leve,4582845.90,428520.52
2010S000207,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4584456.47,426647.54
2010S000208,Tarde,16,No es causa del peatón,Ciclomotor,Dona,Conductor,20,Herida leve,4583663.55,430978.15
2010S000209,Tarde,16,No es causa del peatón,Motocicleta,Dona,Conductor,34,Herida leve,4581906.66,428978.26
2010S000210,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4585719.75,430868.53
2010S000211,Tarde,17,No es causa del peatón,Ciclomotor,Dona,Conductor,24,Herida leve,4583924.67,431517.13
2010S000212,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4587042.45,432271.35
2010S000213,Tarde,17,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4588474.62,433678.67
2010S000213,Tarde,17,No es causa del peatón,Motocicleta,Home,Conductor,46,Herida leve,4588474.62,433678.67
2010S000213,Tarde,17,No es causa del peatón,Motocicleta,Dona,Passatger,32,Herida leve,4588474.62,433678.67
2010S000214,Tarde,17,No es causa del peatón,Bicicleta,Home,Conductor,29,Herida leve,4580985.15,429044.34
2010S000215,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,18,Herida leve,4583785.18,427304.05
2010S000216,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,55,Herida leve,4583400.00,428370.08
