IdExpediente,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,TipoPersona,Edad,SeriedadAcc,CoordenadaUTM_Y,CoordenadaUTM_X
2015S003031,3,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4584465.25,431909.55
2015S004557,11,No es causa del peatón,Ciclomotor,Home,Conductor,34,Herida leve,4585038.20,432461.48
2015S000553,9,No es causa del peatón,Motocicleta,Dona,Conductor,43,Herida leve,4584493.43,432532.02
2015S008823,10,No es causa del peatón,Motocicleta,Home,Conductor,20,Herida leve,4585118.68,432760.33
2015S000035,2,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4584721.08,432178.22
2015S005198,1,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4584886.86,432198.76
2015S009968,1,No es causa del peatón,Motocicleta,Dona,Conductor,49,Herida leve,4585136.41,432399.82
2015S000660,2,No es causa del peatón,Furgoneta,Home,Vianant,4,Herida leve,4584752.25,432742.05
2015S003551,2,No es causa del peatón,Motocicleta,Dona,Conductor,22,Herida leve,4584952.81,432266.66
2015S004782,5,No es causa del peatón,Motocicleta,Home,Passatger,9,Herida leve,4585034.63,432170.24
2015S006968,3,No es causa del peatón,Turismo,Home,Conductor,33,Herida leve,4585214.20,432663.12
2015S005014,8,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4585214.20,432663.12
2015S004528,8,No es causa del peatón,Bicicleta,Dona,Conductor,24,Herida leve,4585079.98,432163.47
2015S005673,2,No es causa del peatón,Ciclomotor,Home,Conductor,44,Herida leve,4585096.58,432163.54
2015S004248,9,No es causa del peatón,Bicicleta,Home,Conductor,34,Herida leve,4585230.06,432171.99
2015S003679,6,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4585230.06,432171.99
2015S007931,8,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4584939.50,432399.70
2015S009062,1,No es causa del peatón,Motocicleta,Dona,Passatger,32,Herida leve,4585056.86,432493.00
2015S002600,12,No es causa del peatón,Furgoneta,Dona,Vianant,89,Herida leve,4585093.19,432551.03
2015S002531,7,No es causa del peatón,Turismo,Dona,Vianant,63,Herida leve,4585063.50,433041.10
2015S001602,11,No es causa del peatón,Ciclomotor,Home,Conductor,52,Herida leve,4585093.22,433011.99
2015S009350,6,No es causa del peatón,Motocicleta,Home,Conductor,22,Herida leve,4585514.34,432844.22
2015S006939,5,No es causa del peatón,Turismo,Dona,Passatger,60,Herida leve,4585128.37,432937.09
2015S004130,4,No es causa del peatón,Turismo,Dona,Passatger,65,Herida leve,4585168.63,432892.77
2015S000039,8,No es causa del peatón,Turismo,Dona,Passatger,18,Herida leve,4584961.31,432952.21
2015S002311,1,No es causa del peatón,Turismo,Home,Conductor,26,Herida leve,4585333.76,432801.94
2015S002023,11,No es causa del peatón,Ciclomotor,Dona,Conductor,27,Herida leve,4584467.51,431964.93
2015S007241,1,No es causa del peatón,Turismo,Home,Conductor,54,Herida leve,4585234.66,432700.29
2015S000364,2,Cruzar fuera de paso peatonal,Motocicleta,Dona,Conductor,17,Herida leve,4586091.77,433046.65
2015S003508,1,No es causa del peatón,Motocicleta,Dona,Conductor,32,Herida leve,4584356.67,432002.87
2015S001771,8,No es causa del peatón,Turismo,Home,Conductor,56,Herida leve,4584356.67,432002.87
2015S002640,3,No es causa del peatón,Turismo,Home,Conductor,36,Herida leve,4584351.74,431862.24
2015S002521,10,No es causa del peatón,Motocicleta,Home,Conductor,24,Herida leve,4584181.50,432172.41
2015S004474,11,No es causa del peatón,Turismo,Home,Conductor,53,Herida leve,4584412.80,431960.88
2015S005368,10,No es causa del peatón,Motocicleta,Home,Conductor,56,Herida leve,4584429.58,431934.23
2015S008603,4,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4584197.87,432229.70
2015S003373,11,No es causa del peatón,Motocicleta,Dona,Conductor,40,Herida leve,4584197.87,432229.70
2015S002796,3,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4584197.87,432229.70
2015S004744,2,No es causa del peatón,Ciclomotor,Dona,Conductor,21,Herida leve,4584600.32,432165.69
2015S002759,10,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4585208.56,432734.53
2015S003304,7,No es causa del peatón,Autobús,Dona,Passatger,59,Herida leve,4585237.91,432763.93
2015S009173,8,No es causa del peatón,Motocicleta,Home,Conductor,24,Herida leve,4586342.73,433148.29
2015S003587,9,No es causa del peatón,Motocicleta,Home,Conductor,22,Herida leve,4585546.55,433572.37
2015S006301,1,No es causa del peatón,Furgoneta,Home,Conductor,44,Herida leve,4586463.92,433283.65
2015S001954,9,No es causa del peatón,Turismo,Home,Vianant,38,Herida leve,4586419.27,433186.65
2015S002001,7,No es causa del peatón,Ciclomotor,Home,Conductor,48,Herida leve,4585855.58,433395.88
2015S002001,7,No es causa del peatón,Motocicleta,Home,Conductor,18,Herida leve,4585855.58,433395.88
2015S007527,12,No es causa del peatón,Ciclomotor,Dona,Conductor,38,Herida leve,4585995.06,433538.48
2015S006503,11,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4585827.78,433367.40
2015S004024,7,No es causa del peatón,Turismo,Dona,Conductor,49,Herida leve,4586875.02,433490.77
2015S008960,3,No es causa del peatón,Furgoneta,Home,Passatger,30,Herida leve,4586886.49,433497.89
2015S001313,12,No es causa del peatón,Turismo,Home,Passatger,22,Herida leve,4586089.06,433743.37
2015S001172,7,No es causa del peatón,Motocicleta,Home,Conductor,39,Herida leve,4585158.54,434982.66
2015S000940,4,No es causa del peatón,Motocicleta,Dona,Conductor,27,Herida leve,4586402.57,433562.27
2015S003156,2,Desobedecer Semáforo,Motocicleta,Dona,Passatger,34,Herida leve,4586231.17,433719.90
2015S009178,10,No es causa del peatón,Bicicleta,Home,Conductor,19,Herida leve,4585412.40,434277.70
2015S006623,11,No es causa del peatón,Furgoneta,Dona,Passatger,31,Herida leve,4585877.10,434007.45
2015S006623,11,No es causa del peatón,Furgoneta,Home,Conductor,51,Herida leve,4585877.10,434007.45
2015S000804,8,No es causa del peatón,Motocicleta,Home,Passatger,13,Herida leve,4584695.08,433597.85
2015S004448,4,No es causa del peatón,Turismo,Dona,Vianant,57,Herida leve,4584676.38,433893.73
2015S000888,7,No es causa del peatón,Turismo,Home,Conductor,27,Herida leve,4585020.79,433646.61
2015S001913,6,No es causa del peatón,Taxi,Home,Conductor,33,Herida leve,4585259.23,434181.35
2015S008011,10,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4584788.23,433310.41
2015S007163,3,No es causa del peatón,Motocicleta,Home,Conductor,70,Herida leve,4584879.50,433221.32
2015S004383,1,No es causa del peatón,Motocicleta,Home,Conductor,45,Herida leve,4584879.50,433221.32
2015S002757,9,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4585460.09,433580.94
2015S009152,12,No es causa del peatón,Turismo,Dona,Conductor,52,Herida leve,4585249.15,433366.47
2015S006170,6,No es causa del peatón,Turismo,Home,Passatger,29,Herida leve,4585249.15,433366.47
2015S002870,11,No es causa del peatón,Turismo,Home,Vianant,71,Herida leve,4585047.36,433630.60
2015S002339,1,No es causa del peatón,Turismo,Dona,Conductor,63,Herida leve,4585066.43,433383.18
2015S000535,3,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4585033.38,433588.01
2015S009349,4,No es causa del peatón,Motocicleta,Home,Conductor,58,Herida leve,4585033.46,433595.27
2015S006272,8,No es causa del peatón,Taxi,Home,Conductor,62,Herida leve,4584790.26,433823.71
2015S006600,7,No es causa del peatón,Autobús,Dona,Passatger,41,Herida leve,4584854.79,433049.96
2015S006600,7,No es causa del peatón,Autobús,Dona,Passatger,38,Herida leve,4584854.79,433049.96
2015S006918,6,No es causa del peatón,Ciclomotor,Dona,Passatger,25,Herida leve,4584552.44,433325.70
2015S006265,3,No es causa del peatón,Motocicleta,Home,Conductor,55,Herida grave,4584761.31,432865.19
2015S009538,2,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4584681.96,433342.29
2015S008934,9,No es causa del peatón,Motocicleta,Home,Conductor,39,Herida leve,4584810.98,433243.40
2015S009463,8,No es causa del peatón,Motocicleta,Dona,Passatger,14,Herida leve,4585590.35,433872.96
2015S004807,12,No es causa del peatón,Motocicleta,Home,Conductor,59,Herida leve,4585339.91,433508.55
2015S009314,4,No es causa del peatón,Motocicleta,Dona,Passatger,26,Herida leve,4584901.86,433010.80
2015S003509,2,No es causa del peatón,Motocicleta,Home,Conductor,42,Herida leve,4584901.86,433010.80
2015S001643,10,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4583617.04,433710.49
2015S002114,12,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida leve,4583631.01,433272.98
2015S006178,12,No es causa del peatón,Turismo,Home,Conductor,28,Herida leve,4583314.30,433668.11
2015S005948,9,No es causa del peatón,Motocicleta,Dona,Conductor,30,Herida leve,4583361.86,432950.68
2015S004890,10,No es causa del peatón,Turismo,Home,Passatger,26,Herida leve,4582953.45,433480.42
2015S008768,7,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4583594.71,433877.91
2015S000171,11,No es causa del peatón,Autobús,Home,Passatger,66,Herida leve,4583010.50,433417.89
2015S000171,11,No es causa del peatón,Autobús,Dona,Passatger,94,Herida leve,4583010.50,433417.89
2015S002875,3,No es causa del peatón,Autobús,Dona,Passatger,39,Herida leve,4582999.35,433378.04
2015S008751,5,No es causa del peatón,Motocicleta,Dona,Conductor,40,Herida leve,4583348.06,433355.94
2015S008817,5,No es causa del peatón,Motocicleta,Home,Conductor,36,Muerte,4585808.01,433936.57
2015S005371,1,Otras,Turismo,Home,Conductor,72,Herida leve,4585808.01,433936.57
2015S006609,12,No es causa del peatón,Ciclomotor,Home,Conductor,33,Herida leve,4583183.46,433193.52
2015S006844,3,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida leve,4583316.84,433636.09
2015S002330,5,No es causa del peatón,Turismo,Home,Conductor,52,Herida leve,4583346.77,432997.21
2015S007442,11,No es causa del peatón,Motocicleta,Dona,Conductor,47,Herida leve,4584045.36,433438.75
2015S005085,3,No es causa del peatón,Bicicleta,Dona,Conductor,33,Herida leve,4584362.94,433498.62
2015S009890,8,No es causa del peatón,Motocicleta,Dona,Conductor,38,Herida leve,4584469.72,433451.95
2015S009384,6,No es causa del peatón,Turismo,Dona,Passatger,38,Herida leve,4583102.38,433705.19
2015S000069,3,No es causa del peatón,Turismo,Home,Conductor,33,Herida leve,4583102.38,433705.19
2015S009040,2,No es causa del peatón,Turismo,Home,Passatger,23,Herida leve,4582893.36,433485.25
2015S008529,8,No es causa del peatón,Turismo,Home,Conductor,37,Herida leve,4582905.96,433473.30
2015S002926,7,No es causa del peatón,Turismo,Dona,Passatger,21,Herida leve,4582905.96,433473.30
2015S005288,10,Desobedecer Semáforo,Motocicleta,Home,Conductor,24,Herida leve,4584016.39,433475.02
2015S007573,8,No es causa del peatón,Autobús,Dona,Passatger,69,Herida leve,4583905.03,433508.82
2015S008427,12,No es causa del peatón,Taxi,Dona,Passatger,44,Herida leve,4584017.84,433464.24
2015S000904,3,No es causa del peatón,Motocicleta,Home,Conductor,Desconegut,Herida leve,4584241.29,432893.58
2015S003374,12,No es causa del peatón,Ciclomotor,Home,Conductor,25,Herida leve,4584514.79,433571.61
2015S001178,1,No es causa del peatón,Furgoneta,Home,Conductor,29,Herida leve,4584514.79,433571.61
2015S001178,1,No es causa del peatón,Turismo,Home,Conductor,53,Herida leve,4584514.79,433571.61
2015S001093,1,No es causa del peatón,Turismo,Home,Passatger,24,Herida leve,4584514.79,433571.61
2015S009055,11,No es causa del peatón,Motocicleta,Home,Conductor,24,Herida leve,4583876.49,433669.87
2015S005374,10,No es causa del peatón,Motocicleta,Dona,Conductor,60,Herida leve,4584044.59,433811.80
2015S001813,5,No es causa del peatón,Bicicleta,Home,Conductor,64,Herida leve,4584159.42,434440.08
2015S002146,11,No es causa del peatón,Motocicleta,Home,Conductor,41,Herida leve,4584169.95,434429.56
2015S004260,5,No es causa del peatón,Turismo,Home,Vianant,22,Herida grave,4584201.13,434399.09
2015S006661,9,No es causa del peatón,Turismo,Dona,Conductor,43,Herida leve,4584204.03,432311.05
2015S005367,8,No es causa del peatón,Turismo,Dona,Passatger,61,Herida leve,4583921.74,434110.00
2015S007478,7,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4584297.20,434306.99
2015S009670,1,No es causa del peatón,Turismo,Dona,Passatger,11,Herida leve,4584374.43,434665.74
2015S005034,1,No es causa del peatón,"Camión <= 3,5 Tm",Dona,Vianant,60,Herida leve,4584107.85,434528.18
2015S005376,1,No es causa del peatón,Turismo,Dona,Passatger,22,Herida leve,4584402.67,434803.19
2015S006999,6,No es causa del peatón,Turismo,Dona,Passatger,0,Herida leve,4584332.53,434731.89
2015S006999,6,No es causa del peatón,Turismo,Home,Conductor,32,Herida leve,4584332.53,434731.89
2015S008836,12,No es causa del peatón,Turismo,Home,Vianant,85,Herida leve,4584120.29,434515.94
2015S004422,4,No es causa del peatón,Motocicleta,Home,Passatger,41,Herida leve,4584120.29,434515.94
2015S002681,12,No es causa del peatón,Turismo,Dona,Conductor,23,Herida leve,4584120.29,434515.94
2015S000133,9,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4583682.24,432485.84
2015S008699,12,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4583848.80,432354.07
2015S001870,9,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4583949.58,434417.76
2015S003793,6,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4583785.59,432609.98
2015S003001,6,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4583958.47,434326.15
2015S004303,1,No es causa del peatón,Turismo,Home,Conductor,20,Herida leve,4583771.26,434056.97
2015S003399,11,No es causa del peatón,Bicicleta,Home,Conductor,12,Herida leve,4583918.06,434226.64
2015S007516,10,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4584135.65,434246.32
2015S000567,3,No es causa del peatón,Turismo,Dona,Conductor,45,Herida leve,4583894.96,434313.70
2015S005220,9,No es causa del peatón,Turismo,Dona,Vianant,62,Herida leve,4584101.32,434522.90
2015S002471,10,No es causa del peatón,Turismo,Home,Conductor,31,Herida leve,4584049.57,434443.92
2015S009226,2,No es causa del peatón,Turismo,Home,Passatger,27,Herida leve,4583978.79,434371.96
2015S003919,2,No es causa del peatón,Motocicleta,Home,Conductor,49,Herida leve,4583978.79,434371.96
2015S006429,10,No es causa del peatón,Motocicleta,Dona,Passatger,30,Herida leve,4584478.68,434687.41
2015S006429,10,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4584478.68,434687.41
2015S007118,9,No es causa del peatón,Turismo,Dona,Conductor,39,Herida leve,4584476.07,434736.15
2015S005201,3,No es causa del peatón,Turismo,Dona,Conductor,37,Herida leve,4584412.61,432505.80
2015S001735,8,No es causa del peatón,Motocicleta,Dona,Conductor,37,Herida leve,4583008.63,432142.40
2015S001086,11,No es causa del peatón,Turismo,Home,Conductor,70,Herida leve,4583008.63,432142.40
2015S007547,8,No es causa del peatón,Turismo,Home,Conductor,38,Herida leve,4583023.64,432090.45
2015S006843,2,No es causa del peatón,Ciclomotor,Home,Conductor,33,Herida leve,4582712.21,431880.60
2015S000640,8,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4583243.68,432913.10
2015S000974,1,No es causa del peatón,Turismo,Dona,Passatger,45,Herida leve,4583684.20,432301.65
2015S004304,3,No es causa del peatón,Ciclomotor,Home,Conductor,38,Herida leve,4582588.74,431897.96
2015S009508,4,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4583086.98,432346.95
2015S001606,12,No es causa del peatón,Bicicleta,Home,Conductor,59,Herida leve,4582969.43,432217.03
2015S004444,1,No es causa del peatón,Turismo,Home,Conductor,56,Herida leve,4583167.18,432447.67
2015S008506,12,No es causa del peatón,Turismo,Home,Conductor,42,Herida leve,4583245.81,432548.55
2015S004412,1,No es causa del peatón,Autobús,Dona,Passatger,43,Herida leve,4582854.68,432276.52
2015S004862,5,No es causa del peatón,Motocicleta,Dona,Conductor,34,Herida leve,4582823.74,432242.24
2015S009574,2,No es causa del peatón,Turismo,Home,Conductor,45,Herida leve,4583030.82,433025.92
2015S009756,1,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4582393.19,432704.65
2015S002705,12,No es causa del peatón,Turismo,Home,Conductor,39,Herida leve,4582212.10,433038.89
2015S004135,6,No es causa del peatón,Turismo,Home,Conductor,46,Herida leve,4582752.95,433341.85
2015S008772,9,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4582333.35,432912.53
2015S005421,9,No es causa del peatón,Motocicleta,Home,Conductor,48,Herida leve,4582345.91,432900.47
2015S003420,7,No es causa del peatón,Turismo,Home,Passatger,38,Herida leve,4582345.91,432900.47
2015S000199,3,No es causa del peatón,Turismo,Dona,Passatger,28,Herida leve,4582345.91,432900.47
2015S004987,8,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4582685.64,433341.26
2015S008593,10,No es causa del peatón,Motocicleta,Dona,Passatger,16,Herida leve,4582535.03,432892.07
2015S004386,3,No es causa del peatón,Motocicleta,Dona,Passatger,25,Herida leve,4582535.03,432892.07
2015S007079,3,No es causa del peatón,Turismo,Dona,Passatger,26,Herida leve,4582493.71,432874.98
2015S007079,3,No es causa del peatón,Turismo,Dona,Conductor,29,Herida leve,4582493.71,432874.98
2015S001894,9,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4582556.54,433114.82
2015S003154,7,No es causa del peatón,Motocicleta,Dona,Passatger,31,Herida leve,4582713.55,433205.10
2015S004556,11,No es causa del peatón,Turismo,Home,Passatger,1,Herida leve,4582734.62,432962.38
2015S006132,9,No es causa del peatón,Motocicleta,Dona,Passatger,33,Herida leve,4582591.91,432967.74
2015S004387,5,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4582766.47,432564.14
2015S003006,10,Cruzar fuera de paso peatonal,Bicicleta,Home,Conductor,39,Herida leve,4580949.35,430979.61
2015S004116,7,No es causa del peatón,Turismo,Dona,Passatger,5,Herida leve,4582876.31,433185.42
2015S001795,9,No es causa del peatón,Motocicleta,Home,Conductor,19,Herida leve,4582597.33,432897.09
2015S005702,10,No es causa del peatón,Turismo,Dona,Vianant,39,Herida leve,4581145.27,431066.00
2015S007415,2,No es causa del peatón,Motocicleta,Dona,Passatger,53,Herida leve,4582856.88,432849.30
2015S006074,6,No es causa del peatón,Taxi,Dona,Passatger,28,Herida leve,4583066.49,432870.91
2015S005173,5,No es causa del peatón,Bicicleta,Home,Conductor,38,Herida leve,4580919.86,430903.90
2015S002091,3,No es causa del peatón,Bicicleta,Dona,Vianant,36,Herida leve,-1,-1
2015S007837,12,No es causa del peatón,Motocicleta,Dona,Conductor,46,Herida leve,4581546.16,430788.10
2015S005913,10,No es causa del peatón,Turismo,Dona,Vianant,20,Herida leve,4581112.06,430383.28
2015S003777,11,Desobedecer Semáforo,Turismo,Dona,Vianant,82,Herida leve,4581084.47,430445.04
2015S002133,11,No es causa del peatón,Motocicleta,Home,Conductor,21,Herida leve,4581206.15,430266.64
2015S009946,7,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4581073.61,430527.36
2015S001647,1,Otras,Turismo,Home,Vianant,50,Herida leve,4581330.70,430821.84
2015S007639,7,No es causa del peatón,Taxi,Home,Passatger,54,Herida leve,4581382.06,430351.77
2015S006210,2,Otras,Turismo,Dona,Vianant,32,Herida leve,4581024.07,431106.80
2015S000066,1,No es causa del peatón,Motocicleta,Home,Passatger,22,Herida leve,4580892.36,431214.13
2015S002967,5,Cruzar fuera de paso peatonal,Bicicleta,Dona,Conductor,30,Herida grave,4581948.76,430706.01
2015S003681,10,No es causa del peatón,Turismo,Home,Conductor,53,Herida leve,4581768.73,430226.32
2015S008032,5,No es causa del peatón,Ciclomotor,Dona,Passatger,31,Herida leve,4581908.22,430634.74
2015S007435,2,Cruzar fuera de paso peatonal,Motocicleta,Home,Conductor,22,Herida leve,4581963.83,430587.80
2015S002778,9,Cruzar fuera de paso peatonal,Bicicleta,Home,Vianant,38,Herida leve,4581479.92,431507.68
2015S002653,8,Desobedecer Semáforo,Autobús,Dona,Vianant,70,Herida leve,4581889.07,431432.45
2015S008584,7,No es causa del peatón,Motocicleta,Home,Conductor,42,Herida leve,4581763.70,431433.75
2015S008363,9,No es causa del peatón,Motocicleta,Dona,Conductor,37,Herida leve,4581217.22,431429.36
2015S007187,2,Cruzar fuera de paso peatonal,Turismo,Home,Vianant,6,Herida leve,4582027.68,430758.06
2015S006542,3,No es causa del peatón,Turismo,Dona,Passatger,3,Herida leve,4581908.82,430990.23
2015S006542,3,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4581908.82,430990.23
2015S009589,6,No es causa del peatón,Motocicleta,Dona,Conductor,53,Herida leve,4582093.28,430730.70
2015S001526,10,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4581683.75,430950.16
2015S002611,8,No es causa del peatón,Motocicleta,Home,Conductor,44,Herida leve,4581486.21,431295.39
2015S006558,9,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4581159.78,431465.38
2015S005241,7,No es causa del peatón,Turismo,Home,Conductor,67,Herida leve,4581159.78,431465.38
2015S007059,4,No es causa del peatón,Turismo,Home,Conductor,19,Herida leve,4581077.37,431410.40
2015S009005,5,Otras,Bicicleta,Home,Vianant,42,Herida leve,4581413.57,431627.70
2015S006579,3,No es causa del peatón,Turismo,Home,Conductor,34,Herida leve,4581413.57,431627.70
2015S009322,9,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida leve,4581243.79,431520.59
2015S008782,2,No es causa del peatón,Turismo,Dona,Conductor,33,Herida leve,4581243.79,431520.59
2015S004736,9,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4581243.79,431520.59
2015S000096,6,Desobedecer Semáforo,Ciclomotor,Home,Vianant,29,Herida leve,4581243.79,431520.59
2015S001637,8,Cruzar fuera de paso peatonal,Motocicleta,Home,Vianant,27,Herida leve,4581692.32,430930.37
2015S005562,11,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4581629.03,430997.36
2015S005996,10,No es causa del peatón,Furgoneta,Home,Passatger,Desconegut,Herida leve,4581624.06,431006.27
2015S007265,8,Desobedecer Semáforo,Motocicleta,Dona,Vianant,38,Herida leve,4581042.08,432287.99
2015S006841,11,No es causa del peatón,Motocicleta,Dona,Conductor,35,Herida leve,4581072.45,432186.32
2015S001999,7,No es causa del peatón,Taxi,Dona,Vianant,35,Herida leve,4581839.64,432803.97
2015S005433,11,No es causa del peatón,Autobús,Home,Passatger,64,Herida leve,4581839.64,432803.97
2015S003352,1,No es causa del peatón,Motocicleta,Home,Vianant,81,Herida leve,4581839.64,432803.97
2015S008083,5,Cruzar fuera de paso peatonal,Motocicleta,Home,Vianant,45,Herida leve,4582124.51,431100.18
2015S007003,9,No es causa del peatón,Motocicleta,Home,Conductor,61,Herida leve,4582127.24,431090.73
2015S006891,9,No es causa del peatón,Bicicleta,Dona,Vianant,63,Herida leve,4582081.10,431131.40
2015S001038,6,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4581157.88,432324.02
2015S009378,3,No es causa del peatón,Motocicleta,Home,Conductor,46,Herida leve,4581664.70,431865.19
2015S000693,5,No es causa del peatón,Motocicleta,Dona,Vianant,26,Herida leve,4582287.55,431872.64
2015S005455,4,No es causa del peatón,Motocicleta,Home,Conductor,44,Herida leve,4581407.17,432208.36
2015S003488,9,Transitar a pie por calzada,Turismo,Home,Vianant,42,Herida leve,4581339.53,432466.01
2015S003307,7,No es causa del peatón,Turismo,Home,Passatger,38,Herida leve,4581803.96,432191.59
2015S008426,11,No es causa del peatón,Turismo,Dona,Passatger,33,Herida leve,4581857.73,432275.46
2015S005041,4,No es causa del peatón,Bicicleta,Home,Conductor,36,Herida leve,4581831.07,431968.74
2015S006257,4,No es causa del peatón,Turismo,Dona,Conductor,49,Herida leve,4581890.17,432372.38
2015S007787,9,No es causa del peatón,Turismo,Home,Passatger,36,Herida leve,4581890.17,432372.38
2015S004907,6,No es causa del peatón,Motocicleta,Dona,Conductor,28,Herida leve,4581946.87,432487.96
2015S004799,1,No es causa del peatón,Turismo,Dona,Passatger,26,Herida leve,4582138.32,432683.81
2015S003098,7,No es causa del peatón,Furgoneta,Dona,Conductor,33,Herida leve,4582010.13,432533.50
2015S005285,7,No es causa del peatón,Motocicleta,Dona,Conductor,27,Herida leve,4581959.60,432447.21
2015S005275,5,No es causa del peatón,Turismo,Home,Conductor,53,Herida leve,4581683.19,431783.99
2015S007856,9,No es causa del peatón,Motocicleta,Home,Conductor,19,Herida leve,4581921.74,431886.49
2015S006604,10,No es causa del peatón,Motocicleta,Dona,Passatger,20,Herida leve,4581775.62,431825.77
2015S006604,10,No es causa del peatón,Motocicleta,Home,Conductor,56,Herida leve,4581775.62,431825.77
2015S005414,5,No es causa del peatón,Bicicleta,Home,Conductor,26,Herida leve,4581949.13,431470.73
2015S010013,9,No es causa del peatón,Motocicleta,Dona,Conductor,27,Herida leve,4581978.44,431453.25
2015S007065,2,No es causa del peatón,Autobús,Dona,Passatger,67,Herida leve,4582105.42,431525.54
