IdExpediente,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,TipoPersona,Edad,SeriedadAcc,CoordenadaUTM_Y,CoordenadaUTM_X
2014S004293,1,No es causa del peatón,Turismo,Dona,Passatger,37,Herida leve,4583346.4,430007.38
2014S004300,5,No es causa del peatón,Turismo,Home,Conductor,46,Herida leve,4582525.23,427556.27
2014S004301,6,No es causa del peatón,Turismo,Home,Conductor,61,Herida leve,4577819.11,428200.54
2014S004502,3,No es causa del peatón,Motocicleta,Home,Conductor,45,Herida leve,4584795.47,429477.77
2014S003975,10,No es causa del peatón,Motocicleta,Home,Conductor,45,Herida leve,4583421.04,430920.02
2014S009553,8,No es causa del peatón,Turismo,Home,Vianant,69,Herida leve,4588207.11,432487.97
2014S009554,6,No es causa del peatón,Turismo,Home,Passatger,Desconegut,Herida leve,4585627.18,433801.11
2014S009556,12,No es causa del peatón,Motocicleta,Home,Conductor,64,Herida leve,4581480.53,429588.44
2014S004789,2,No es causa del peatón,Motocicleta,Home,Conductor,63,Herida leve,4583457.15,431472.44
2014S004980,3,No es causa del peatón,Turismo,Home,Conductor,45,Herida leve,4584210.96,430844.49
2014S003410,3,No es causa del peatón,Taxi,Home,Conductor,69,Herida leve,4583901.96,428817.81
2014S003411,11,No es causa del peatón,Ciclomotor,Home,Conductor,39,Herida leve,4581720.28,429697.48
2014S003609,3,No es causa del peatón,AutobŁs,Dona,Conductor,44,Herida leve,4582542.28,429390.72
2014S003614,6,No es causa del peatón,Turismo,Home,Conductor,18,Herida leve,4579589.07,428714.56
2014S005409,12,No es causa del peatón,Turismo,Dona,Conductor,33,Herida leve,4583635.47,425957.43
2014S005413,4,No es causa del peatón,Motocicleta,Dona,Conductor,33,Herida leve,4584873.72,430576.77
2014S002468,6,Otras,Autocar,Home,Vianant,32,Herida leve,4583284.44,430145.58
2014S002469,7,No es causa del peatón,Furgoneta,Home,Passatger,Desconegut,Herida leve,4580448.48,428398.39
2014S002470,6,No es causa del peatón,Bicicleta,Home,Conductor,20,Herida grave,4580542.41,430671.61
2014S004163,9,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4582575.94,431185.16
2014S002723,12,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4582706.89,429750.17
2014S002724,12,No es causa del peatón,Motocicleta,Home,Conductor,Desconegut,Herida leve,4586942.32,433547.71
2014S002915,12,No es causa del peatón,Turismo,Dona,Vianant,36,Herida leve,4582547.04,430616.9
2014S002919,5,No es causa del peatón,Ciclomotor,Dona,Passatger,35,Herida leve,4587057.2,430790.17
2014S002727,2,No es causa del peatón,Motocicleta,Home,Conductor,56,Herida leve,4583464.78,430898.18
2014S002731,3,No es causa del peatón,Furgoneta,Dona,Passatger,42,Herida leve,4583382.09,433946.14
2014S002731,3,No es causa del peatón,Furgoneta,Home,Conductor,50,Herida leve,4583382.09,433946.14
2014S002737,5,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4584880.78,427052.99
2014S002920,8,No es causa del peatón,Turismo,Dona,Conductor,27,Herida leve,4583540.87,430378.03
2014S002924,11,No es causa del peatón,Turismo,Dona,Conductor,57,Herida leve,4589077.8,433247.29
2014S008918,10,No es causa del peatón,Furgoneta,Dona,Vianant,33,Herida leve,4582027.54,427836.37
2014S002474,9,No es causa del peatón,Turismo,Home,Conductor,35,Herida leve,4583874.7,426078.34
2014S004238,9,No es causa del peatón,Furgoneta,Home,Conductor,39,Herida leve,4588904.3,432720.11
2014S004439,6,No es causa del peatón,Motocicleta,Home,Conductor,49,Herida leve,4582516.07,430558.51
2014S004440,6,No es causa del peatón,AutobŁs,Dona,Passatger,78,Herida leve,4585803.96,429715.4
2014S005188,6,No es causa del peatón,AutobŁs,Dona,Passatger,60,Herida leve,4583423.63,431422.94
2014S005367,11,No es causa del peatón,Taxi,Home,Conductor,60,Herida leve,4580317.86,428339.19
2014S005369,1,No es causa del peatón,Turismo,Home,Passatger,39,Herida leve,4583219.68,431229.48
2014S004919,8,No es causa del peatón,Furgoneta,Home,Conductor,27,Herida leve,4583985.32,427183.29
2014S005109,12,No es causa del peatón,Turismo,Dona,Conductor,60,Herida leve,4587956.93,432045.64
2014S005111,12,No es causa del peatón,Motocicleta,Home,Conductor,20,Herida leve,4583239.52,427734.98
2014S005112,1,No es causa del peatón,Motocicleta,Dona,Vianant,78,Herida leve,4585543.81,431123.55
2014S004563,4,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4584515.36,430485.31
2014S003092,4,No es causa del peatón,Turismo,Home,Passatger,14,Herida leve,4588855.78,431617.8
2014S003096,5,No es causa del peatón,Turismo,Dona,Conductor,89,Herida leve,4584832.29,428232.84
2014S008930,3,No es causa del peatón,Turismo,Home,Conductor,29,Herida leve,4583917.33,426062.63
2014S009315,10,No es causa del peatón,Motocicleta,Home,Conductor,41,Herida leve,4582049.63,429398.55
2014S009316,10,No es causa del peatón,Turismo,Dona,Conductor,46,Herida leve,4582829.14,433046.26
2014S004006,12,No es causa del peatón,Furgoneta,Home,Passatger,Desconegut,Herida leve,Desconegut,Desconegut
2014S004195,9,No es causa del peatón,Turismo,Dona,Passatger,65,Herida leve,4584613.55,426771.17
2014S004201,2,No es causa del peatón,Bicicleta,Home,Conductor,13,Herida leve,4590308.02,431361.68
2014S003037,2,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4583831.92,431855.47
2014S003037,2,No es causa del peatón,Motocicleta,Home,Conductor,30,Herida leve,4583831.92,431855.47
2014S003097,8,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4584191.47,430863.4
2014S003104,8,No es causa del peatón,Turismo,Dona,Conductor,36,Herida leve,4582241.22,426650.08
2014S003107,8,No es causa del peatón,Bicicleta,Dona,Conductor,27,Herida leve,4583719.47,431899
2014S003516,5,No es causa del peatón,Turismo,Home,Conductor,71,Herida leve,4584726.25,426887.19
2014S003715,10,No es causa del peatón,Turismo,Dona,Conductor,24,Herida leve,4587209.89,428699.53
2014S003715,10,No es causa del peatón,Turismo,Dona,Conductor,40,Herida leve,4587209.89,428699.53
2014S004566,8,No es causa del peatón,Turismo,Dona,Vianant,11,Herida leve,4584552.41,430565.48
2014S009305,1,No es causa del peatón,Ciclomotor,Dona,Passatger,34,Herida leve,4582928.58,428059.79
2014S003979,11,No es causa del peatón,Taxi,Dona,Vianant,42,Herida grave,4583104.61,428057.39
2014S003472,9,No es causa del peatón,Ciclomotor,Dona,Conductor,25,Herida leve,4580521.15,427540.32
2014S003473,9,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4582853.1,433347.57
2014S003476,9,No es causa del peatón,Bicicleta,Home,Conductor,38,Herida leve,4580773.89,428816.26
2014S005477,7,No es causa del peatón,Turismo,Home,Conductor,40,Herida leve,4588430.76,433139.17
2014S004774,10,No es causa del peatón,Furgoneta,Dona,Passatger,Desconegut,Herida leve,4585490.49,424255.67
2014S004774,10,No es causa del peatón,Furgoneta,Dona,Passatger,7,Herida leve,4585490.49,424255.67
2014S004967,1,No es causa del peatón,Turismo,Home,Passatger,68,Herida leve,4582858.88,430095.63
2014S003281,8,No es causa del peatón,Motocicleta,Dona,Passatger,34,Herida leve,4579744.82,427785.73
2014S003284,8,No es causa del peatón,Turismo,Dona,Vianant,52,Herida leve,4583026.25,428357.19
2014S003491,7,No es causa del peatón,Bicicleta,Home,Conductor,22,Herida leve,4582761.25,430835.03
2014S003296,12,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4583932.76,428712.47
2014S003299,4,No es causa del peatón,Turismo,Home,Passatger,15,Herida leve,4580997.41,431336.79
2014S003299,4,No es causa del peatón,Turismo,Dona,Passatger,44,Herida leve,4580997.41,431336.79
2014S009173,3,No es causa del peatón,Motocicleta,Dona,Passatger,42,Herida leve,4582066.56,430124.33
2014S009173,3,No es causa del peatón,Motocicleta,Home,Conductor,49,Herida leve,4582066.56,430124.33
2014S009173,3,No es causa del peatón,Bicicleta,Home,Conductor,25,Herida leve,4582066.56,430124.33
2014S009360,12,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida grave,4587850.81,429052.36
2014S004844,10,No es causa del peatón,Motocicleta,Dona,Conductor,42,Herida leve,4580828.97,428644.77
2014S004202,2,No es causa del peatón,Turismo,Home,Passatger,27,Herida leve,4588674.64,432436.49
2014S004407,12,No es causa del peatón,Motocicleta,Home,Conductor,63,Herida leve,4581453.93,429089.09
2014S004409,2,No es causa del peatón,Turismo,Home,Passatger,31,Herida leve,4587203.56,433742.54
2014S004595,10,No es causa del peatón,Taxi,Dona,Vianant,22,Herida leve,4582230.23,430399.14
2014S002982,5,No es causa del peatón,Motocicleta,Dona,Conductor,31,Herida leve,4588050.67,430328
2014S003153,4,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida leve,4584384.64,428974.92
2014S003156,3,No es causa del peatón,Motocicleta,Dona,Conductor,33,Herida leve,4586101.26,429664.15
2014S005173,3,No es causa del peatón,Ciclomotor,Home,Conductor,21,Herida leve,4582859.71,429140.92
2014S003987,3,No es causa del peatón,Turismo,Dona,Conductor,58,Herida leve,4588791.01,432615.89
2014S003988,3,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4588916.3,432191.47
2014S004172,2,No es causa del peatón,Ciclomotor,Home,Conductor,20,Herida leve,4583030.1,428451.43
2014S009309,11,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4583081.59,431387.34
2014S009505,12,No es causa del peatón,Turismo,Home,Conductor,86,Herida leve,4583605.09,428331.23
2014S009515,8,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4581253.37,429623.06
2014S009518,8,No es causa del peatón,Turismo,Home,Conductor,42,Herida leve,4588794.72,432705.8
2014S005487,7,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4583156.05,430628.32
2014S005488,7,No es causa del peatón,Motocicleta,Dona,Conductor,45,Herida leve,4580937.4,428856.34
2014S004960,9,No es causa del peatón,Turismo,Dona,Passatger,25,Herida leve,4585799.55,431281.39
2014S004964,10,Cruzar fuera de paso peatonal,Motocicleta,Dona,Vianant,32,Herida leve,4580895.71,430712.99
2014S003872,1,No es causa del peatón,Turismo,Dona,Conductor,33,Herida leve,4582474.25,433054.62
2014S003876,3,Desobedecer Semáforo,Motocicleta,Dona,Vianant,57,Herida leve,4583570.16,430690.56
2014S004065,7,No es causa del peatón,Bicicleta,Home,Conductor,40,Herida leve,4584048.88,432297.41
2014S003505,8,No es causa del peatón,Turismo,Home,Conductor,39,Herida leve,4588556.56,433753.25
2014S003699,2,Desobedecer Semáforo,Motocicleta,Home,Conductor,30,Herida leve,4582349.47,430644.89
2014S003704,2,No es causa del peatón,Bicicleta,Home,Conductor,34,Herida leve,4582862.22,429982.69
2014S003899,4,No es causa del peatón,Motocicleta,Home,Conductor,55,Herida leve,4580352.66,428733.9
2014S003559,8,No es causa del peatón,Turismo,Home,Conductor,41,Herida leve,4588795.14,431584.89
2014S003696,7,No es causa del peatón,Motocicleta,Dona,Conductor,17,Herida leve,4581221.22,429268.68
2014S003884,8,No es causa del peatón,Taxi,Dona,Passatger,93,Herida leve,4583086.08,428993.23
2014S002740,5,No es causa del peatón,Ciclomotor,Home,Conductor,30,Herida leve,4582935.39,429981.81
2014S005346,5,No es causa del peatón,Turismo,Home,Conductor,81,Muerte,4585740.84,431509.02
2014S005348,1,No es causa del peatón,Furgoneta,Home,Conductor,35,Herida leve,4583341.96,433885.39
2014S005575,9,No es causa del peatón,Turismo,Home,Vianant,27,Herida leve,4582477.82,432538.31
2014S005579,3,No es causa del peatón,Motocicleta,Dona,Conductor,27,Herida leve,4586509.12,429702.75
2014S005580,3,No es causa del peatón,Motocicleta,Home,Conductor,34,Herida leve,4583405.28,431419.04
2014S002489,12,No es causa del peatón,Motocicleta,Dona,Passatger,47,Herida leve,4578917.58,428357.99
2014S003901,4,No es causa del peatón,Motocicleta,Home,Conductor,45,Herida leve,4581940.52,428194.18
2014S004087,7,No es causa del peatón,Motocicleta,Home,Conductor,36,Herida leve,4583193.32,427767.07
2014S005418,1,No es causa del peatón,Motocicleta,Dona,Passatger,59,Herida leve,4584689.75,433969.5
2014S005418,1,No es causa del peatón,Motocicleta,Home,Conductor,62,Herida leve,4584689.75,433969.5
2014S005004,12,No es causa del peatón,Turismo,Home,Conductor,32,Herida leve,4582152.09,429571.59
2014S005190,7,No es causa del peatón,Motocicleta,Home,Conductor,19,Herida leve,4580379.91,428489.42
2014S005191,8,No es causa del peatón,Motocicleta,Home,Conductor,48,Herida leve,4584228.89,428340.01
2014S005193,7,No es causa del peatón,Turismo,Dona,Conductor,23,Herida leve,4585212.31,433980.63
2014S003830,6,No es causa del peatón,Turismo,Dona,Conductor,67,Herida leve,4583560.35,430660.61
2014S005565,11,No es causa del peatón,Bicicleta,Home,Conductor,14,Herida leve,4587485.43,431781.63
