IdExpediente,Turno,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,Edad,TipoPersona,Situacion,SeriedadAcc,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2016S000013,Tarde,21,No es causa del peatón,Turismo,Home,32,Conductor,Presentado,Herida leve,432919.64,4587607.16,2.195951,41.435387
2016S000013,Tarde,21,No es causa del peatón,Turismo,Home,9,Passatger,Desconegut,Herida leve,432919.64,4587607.16,2.195951,41.435387
2016S000014,Tarde,21,No es causa del peatón,Motocicleta,Dona,24,Conductor,Presentado,Herida leve,427936.09,4585528.54,2.136562,41.416231
2016S000015,Noche,4,No es causa del peatón,Taxi,Home,28,Conductor,Presentado,Herida leve,432566.71,4582245.4,2.192325,41.387064
2016S000016,Noche,4,No es causa del peatón,Ciclomotor,Dona,20,Passatger,Desconegut,Herida leve,428631.34,4582893.84,2.145188,41.39256
2016S000016,Noche,4,No es causa del peatón,Ciclomotor,Home,21,Conductor,Presentado,Herida leve,428631.34,4582893.84,2.145188,41.39256
2016S000017,Matutino,8,Otras,AutobĂşs,Home,86,Passatger,Desconegut,Herida leve,431583.55,4588043.37,2.179912,41.439201
2016S000018,Matutino,9,No es causa del peatón,Taxi,Dona,18,Passatger,Desconegut,Herida leve,429444.29,4581668.46,2.155055,41.381599
2016S000018,Matutino,9,No es causa del peatón,Taxi,Home,23,Conductor,Presentado,Herida leve,429444.29,4581668.46,2.155055,41.381599
2016S000018,Matutino,9,No es causa del peatón,Taxi,Home,46,Passatger,Desconegut,Herida leve,429444.29,4581668.46,2.155055,41.381599
2016S000018,Matutino,9,No es causa del peatón,Turismo,Home,47,Conductor,Presentado,Herida leve,429444.29,4581668.46,2.155055,41.381599
2016S000019,Matutino,10,No es causa del peatón,AutobĂşs,Home,79,Passatger,Desconegut,Herida leve,428099.77,4580254.56,2.139139,41.368744
2016S000023,Matutino,12,No es causa del peatón,Furgoneta,Dona,42,Passatger,Desconegut,Herida leve,426746.33,4586524.19,2.122203,41.425093
2016S000023,Matutino,12,No es causa del peatón,Furgoneta,Home,4,Passatger,Desconegut,Herida leve,426746.33,4586524.19,2.122203,41.425093
2016S000023,Matutino,12,No es causa del peatón,Furgoneta,Home,42,Conductor,Presentado,Herida leve,426746.33,4586524.19,2.122203,41.425093
2016S000023,Matutino,12,No es causa del peatón,Furgoneta,Home,7,Passatger,Desconegut,Herida leve,426746.33,4586524.19,2.122203,41.425093
2016S000023,Matutino,12,No es causa del peatón,Turismo,Home,19,Conductor,Presentado,Herida leve,426746.33,4586524.19,2.122203,41.425093
2016S000024,Matutino,12,No es causa del peatón,Motocicleta,Home,60,Conductor,Presentado,Herida leve,428731.08,4584795.01,2.14616,41.4097
2016S000025,Tarde,15,No es causa del peatón,Motocicleta,Home,26,Conductor,Presentado,Herida leve,430558.51,4582516.07,2.168279,41.389334
2016S000025,Tarde,15,No es causa del peatón,Motocicleta,Home,36,Conductor,Presentado,Herida leve,430558.51,4582516.07,2.168279,41.389334
2016S000026,Tarde,16,No es causa del peatón,Taxi,Dona,50,Vianant,Desconegut,Herida leve,430768.29,4582539.46,2.170788,41.389559
2016S000027,Tarde,15,No es causa del peatón,Motocicleta,Home,20,Conductor,Presentado,Herida leve,429564.28,4582120.18,2.156437,41.38568
2016S000028,Tarde,18,No es causa del peatón,Motocicleta,Dona,22,Passatger,Desconegut,Herida leve,431910.59,4586171.37,2.184037,41.422369
2016S000028,Tarde,18,No es causa del peatón,Motocicleta,Home,26,Conductor,Presentado,Herida leve,431910.59,4586171.37,2.184037,41.422369
2016S000029,Tarde,18,No es causa del peatón,Ciclomotor,Home,23,Conductor,Presentado,Herida leve,434273.46,4584715.98,2.212471,41.409452
2016S000031,Tarde,20,No es causa del peatón,Turismo,Dona,41,Conductor,Presentado,Herida leve,433470.78,4588446.24,2.202454,41.44299
2016S000033,Tarde,20,No es causa del peatón,Motocicleta,Home,31,Conductor,Presentado,Herida leve,428731.08,4584795.01,2.14616,41.4097
2016S000034,Noche,22,No es causa del peatón,Turismo,Home,28,Conductor,Presentado,Herida leve,432919.64,4587607.16,2.195951,41.435387
2016S000035,Noche,23,No es causa del peatón,Motocicleta,Home,44,Conductor,Presentado,Herida leve,429831.27,4583317.43,2.159492,41.396485
2016S000036,Matutino,8,No es causa del peatón,Motocicleta,Home,32,Conductor,Presentado,Herida leve,428686.8,4584362.91,2.145673,41.405796
2016S000037,Matutino,9,No es causa del peatón,Motocicleta,Dona,25,Conductor,Presentado,Herida leve,430193.4,4582423.2,2.163925,41.388464
2016S000038,Matutino,10,No es causa del peatón,Motocicleta,Dona,23,Passatger,Desconegut,Herida leve,428403.92,4582812.88,2.142471,41.39181
2016S000038,Matutino,10,No es causa del peatón,Motocicleta,Home,24,Conductor,Presentado,Herida leve,428403.92,4582812.88,2.142471,41.39181
2016S000039,Matutino,11,No es causa del peatón,Motocicleta,Home,22,Conductor,Presentado,Herida leve,430444.89,4582603.02,2.166906,41.390107
2016S000040,Matutino,12,No es causa del peatón,Motocicleta,Home,48,Conductor,Presentado,Herida leve,430669.79,4582075.85,2.169657,41.385371
2016S000041,Tarde,15,No es causa del peatón,Ciclomotor,Home,26,Conductor,Presentado,Herida leve,429783.05,4581701.83,2.159105,41.381926
2016S000042,Tarde,20,No es causa del peatón,Motocicleta,Home,47,Conductor,Presentado,Herida leve,432301.65,4583684.2,2.188994,41.400002
2016S000043,Tarde,21,No es causa del peatón,Motocicleta,Dona,31,Passatger,Desconegut,Herida leve,427292.3,4582306.03,2.129244,41.387153
2016S000043,Tarde,21,No es causa del peatón,Motocicleta,Home,30,Conductor,Presentado,Herida grave,427292.3,4582306.03,2.129244,41.387153
2016S000044,Tarde,21,No es causa del peatón,Motocicleta,Home,36,Conductor,Presentado,Herida leve,432612.39,4585268.94,2.192538,41.414295
2016S000046,Matutino,11,No es causa del peatón,TractocamiĂłn,Home,45,Vianant,Desconegut,Herida leve,426200.8,4575868.74,2.116968,41.329069
2016S000047,Matutino,11,No es causa del peatón,Motocicleta,Dona,15,Passatger,Desconegut,Herida leve,430263.79,4582202.22,2.164787,41.38648
2016S000047,Matutino,11,No es causa del peatón,Motocicleta,Home,46,Conductor,Presentado,Herida leve,430263.79,4582202.22,2.164787,41.38648
2016S000048,Matutino,10,No es causa del peatón,Motocicleta,Home,49,Conductor,Presentado,Herida leve,428371.52,4586427.45,2.14166,41.424366
2016S000049,Matutino,12,No es causa del peatón,Motocicleta,Home,24,Conductor,Presentado,Herida leve,427757.57,4585222.49,2.134457,41.413458
2016S000050,Matutino,12,No es causa del peatón,AutobĂşs,Dona,78,Passatger,Desconegut,Herida leve,427612.13,4580264.52,2.133315,41.368791
2016S000051,Matutino,11,No es causa del peatón,Ciclomotor,Home,48,Conductor,Presentado,Herida leve,429113.11,4582832.48,2.15096,41.392053
2016S000052,Matutino,13,No es causa del peatón,Ciclomotor,Home,24,Conductor,Presentado,Herida leve,427253.13,4582427.19,2.128763,41.38824
2016S000053,Matutino,13,No es causa del peatón,Motocicleta,Dona,32,Conductor,Presentado,Herida leve,430951.57,4583559.24,2.17286,41.398761
2016S000054,Matutino,12,No es causa del peatón,Ciclomotor,Home,26,Conductor,Presentado,Herida leve,432143.93,4582938.47,2.187188,41.39327
2016S000055,Matutino,13,No es causa del peatón,Motocicleta,Home,38,Conductor,Presentado,Herida leve,430872.45,4583469.48,2.171926,41.397944
2016S000056,Tarde,15,No es causa del peatón,Motocicleta,Home,25,Conductor,Presentado,Herida leve,430276.67,4582787.3,2.164875,41.39175
2016S000057,Tarde,15,No es causa del peatón,Motocicleta,Dona,54,Conductor,Presentado,Herida leve,432459.79,4585738.23,2.190655,41.418515
2016S000058,Tarde,16,No es causa del peatón,Motocicleta,Dona,15,Passatger,Desconegut,Herida leve,430702.98,4582206.68,2.170037,41.386554
2016S000058,Tarde,16,No es causa del peatón,Motocicleta,Home,46,Conductor,Presentado,Herida leve,430702.98,4582206.68,2.170037,41.386554
2016S000059,Tarde,16,No es causa del peatón,Ciclomotor,Dona,30,Conductor,Presentado,Herida leve,431908.14,4585604.56,2.184077,41.417262
2016S000060,Tarde,16,No es causa del peatón,Motocicleta,Home,23,Conductor,Presentado,Herida leve,431675.33,4584558.04,2.181408,41.407821
2016S000060,Tarde,16,No es causa del peatón,Motocicleta,Home,28,Vianant,Desconegut,Herida leve,431675.33,4584558.04,2.181408,41.407821
2016S000061,Tarde,15,No es causa del peatón,Motocicleta,Home,50,Conductor,Presentado,Herida leve,433479.56,4584631.33,2.202981,41.40863
2016S000062,Tarde,18,No es causa del peatón,Motocicleta,Home,42,Conductor,Presentado,Herida leve,430988.61,4583666.9,2.173291,41.399728
2016S000063,Tarde,18,No es causa del peatón,Motocicleta,Dona,48,Conductor,Presentado,Herida leve,430181.79,4582892,2.163727,41.392687
2016S000063,Tarde,18,No es causa del peatón,Motocicleta,Home,54,Conductor,Presentado,Herida leve,430181.79,4582892,2.163727,41.392687
2016S000065,Tarde,20,No es causa del peatón,Motocicleta,Home,24,Conductor,Presentado,Herida leve,434930.4,4585065.3,2.220294,41.412658
2016S000066,Tarde,19,No es causa del peatón,Turismo,Dona,21,Passatger,Desconegut,Herida leve,428974.62,4583769.74,2.149188,41.40048
2016S000067,Tarde,16,No es causa del peatón,Motocicleta,Dona,53,Passatger,Desconegut,Herida leve,428644,4584323.97,2.145175,41.405441
2016S000067,Tarde,16,No es causa del peatón,Motocicleta,Home,52,Conductor,Presentado,Herida leve,428644,4584323.97,2.145175,41.405441
2016S000068,Tarde,20,No es causa del peatón,Furgoneta,Dona,31,Conductor,Presentado,Herida leve,432585.19,4583200.75,2.192446,41.395667
2016S000069,Tarde,17,No es causa del peatón,Motocicleta,Home,42,Conductor,Presentado,Herida leve,431787.24,4584730.97,2.182728,41.40938
2016S000070,Tarde,21,No es causa del peatón,Motocicleta,Dona,11,Passatger,Desconegut,Herida leve,430943.38,4582939.91,2.172835,41.393177
2016S000071,Tarde,21,Cruzar fuera de paso peatonal,Motocicleta,Home,27,Conductor,Presentado,Herida leve,428086.45,4581833.04,2.138796,41.382965
2016S000072,Tarde,21,No es causa del peatón,Motocicleta,Dona,54,Passatger,Desconegut,Herida leve,425957.43,4583635.47,2.113116,41.399001
2016S000074,Matutino,10,No es causa del peatón,Turismo,Dona,19,Vianant,Desconegut,Herida leve,432526.4,4587663.81,2.191242,41.435859
2016S000075,Matutino,10,No es causa del peatón,Bicicleta,Dona,44,Vianant,Desconegut,Herida leve,431511.02,4585166.35,2.179377,41.413283
2016S000076,Matutino,8,No es causa del peatón,"CamiĂłn <= 3,5 Tm",Home,51,Passatger,Desconegut,Herida leve,429004.53,4584631.67,2.149445,41.408247
2016S000076,Matutino,8,No es causa del peatón,Motocicleta,Home,33,Conductor,Presentado,Herida leve,429004.53,4584631.67,2.149445,41.408247
2016S000077,Matutino,11,No es causa del peatón,Ciclomotor,Home,41,Conductor,Presentado,Herida leve,427578.28,4583878.38,2.132476,41.401338
2016S000078,Matutino,11,No es causa del peatón,Turismo,Home,21,Passatger,Desconegut,Herida leve,429112.82,4581997.13,2.151046,41.384533
2016S000079,Matutino,12,No es causa del peatón,Motocicleta,Dona,65,Conductor,Presentado,Herida leve,430027.64,4584092.16,2.161746,41.403482
2016S000080,Matutino,11,No es causa del peatón,AutobĂşs,Dona,90,Passatger,Desconegut,Herida leve,430484.47,4584983.43,2.167111,41.411547
2016S000081,Matutino,11,Desobedecer Semáforo,Motocicleta,Dona,32,Conductor,Presentado,Herida leve,431048.75,4583811.94,2.173992,41.401039
2016S000081,Matutino,11,Desobedecer Semáforo,Motocicleta,Dona,63,Vianant,Desconegut,Herida leve,431048.75,4583811.94,2.173992,41.401039
2016S000082,Matutino,12,No es causa del peatón,Motocicleta,Dona,41,Conductor,Presentado,Herida leve,429852.61,4582964.49,2.159784,41.393307
2016S000083,Matutino,13,No es causa del peatón,Motocicleta,Dona,53,Passatger,Desconegut,Herida leve,431475.53,4588471.18,2.178571,41.443047
2016S000083,Matutino,13,No es causa del peatón,Motocicleta,Home,61,Conductor,Presentado,Herida leve,431475.53,4588471.18,2.178571,41.443047
2016S000085,Matutino,13,No es causa del peatón,Motocicleta,Dona,20,Passatger,Desconegut,Herida leve,428928.65,4583869.35,2.148626,41.401377
2016S000085,Matutino,13,No es causa del peatón,Motocicleta,Home,23,Conductor,Presentado,Herida leve,428928.65,4583869.35,2.148626,41.401377
2016S000086,Tarde,14,No es causa del peatón,Motocicleta,Home,26,Conductor,Presentado,Herida leve,427590.52,4582097.85,2.132833,41.385298
2016S000087,Tarde,14,No es causa del peatón,Motocicleta,Dona,38,Conductor,Presentado,Herida leve,429972.49,4582557.38,2.161266,41.389652
2016S000088,Matutino,13,No es causa del peatón,Turismo,Home,62,Vianant,Desconegut,Herida leve,427314.21,4581662.47,2.129584,41.381355
2016S000089,Tarde,14,Cruzar fuera de paso peatonal,Bicicleta,Dona,57,Vianant,Desconegut,Herida leve,431370.14,4581858.12,2.178065,41.383477
2016S000090,Tarde,15,No es causa del peatón,Motocicleta,Home,40,Conductor,Presentado,Herida leve,432900.47,4582345.91,2.196308,41.387992
2016S000091,Tarde,15,No es causa del peatón,Motocicleta,Home,50,Conductor,Presentado,Herida leve,432081.14,4584425.42,2.18628,41.406658
2016S000092,Tarde,15,No es causa del peatón,Motocicleta,Home,43,Conductor,Presentado,Herida leve,432895.04,4587606.88,2.195664,41.435376
2016S000093,Tarde,16,No es causa del peatón,Motocicleta,Dona,32,Conductor,Presentado,Herida leve,427830.61,4583819.03,2.135498,41.400829
2016S000094,Matutino,13,No es causa del peatón,Motocicleta,Home,33,Conductor,Presentado,Herida leve,430817.8,4582213.63,2.171411,41.386627
2016S000095,Tarde,15,No es causa del peatón,Motocicleta,Home,48,Conductor,Presentado,Herida leve,431285.29,4582613.41,2.176963,41.39027
2016S000096,Tarde,15,No es causa del peatón,Motocicleta,Home,68,Conductor,Presentado,Herida leve,430023.88,4583353.85,2.161784,41.396826
2016S000097,Tarde,17,No es causa del peatón,Motocicleta,Home,41,Conductor,Presentado,Herida leve,431470.14,4584031.24,2.179015,41.403057
2016S000098,Tarde,19,Desobedecer Semáforo,Ciclomotor,Dona,21,Conductor,Presentado,Herida leve,427347.48,4584221.24,2.129672,41.404406
2016S000098,Tarde,19,Desobedecer Semáforo,Ciclomotor,Dona,77,Vianant,Desconegut,Herida leve,427347.48,4584221.24,2.129672,41.404406
2016S000099,Tarde,19,No es causa del peatón,Turismo,Dona,15,Vianant,Desconegut,Herida leve,430680.26,4587405.98,2.169178,41.433378
2016S000100,Tarde,20,No es causa del peatón,Motocicleta,Home,49,Conductor,Presentado,Herida leve,429801.46,4582390.14,2.15924,41.388133
2016S000100,Tarde,20,No es causa del peatón,Motocicleta,Home,Desconegut,Conductor,Presentado,Herida leve,429801.46,4582390.14,2.15924,41.388133
2016S000101,Tarde,21,No es causa del peatón,Motocicleta,Home,28,Conductor,Presentado,Herida leve,431181.96,4581170.47,2.175883,41.377264
2016S000103,Tarde,18,No es causa del peatón,Motocicleta,Home,25,Conductor,Presentado,Herida leve,432363.8,4585076.78,2.18958,41.412545
2016S000104,Tarde,21,No es causa del peatón,Motocicleta,Home,37,Conductor,Presentado,Herida leve,429922.55,4582654.41,2.160657,41.390521
2016S000105,Noche,0,No es causa del peatón,Motocicleta,Dona,32,Passatger,Desconegut,Herida leve,430090.07,4582489.69,2.162685,41.38905
2016S000105,Noche,0,No es causa del peatón,Motocicleta,Home,42,Conductor,Presentado,Herida leve,430090.07,4582489.69,2.162685,41.38905
2016S000106,Matutino,13,No es causa del peatón,Bicicleta,Dona,30,Conductor,Presentado,Herida leve,434440.08,4584159.42,2.214529,41.404458
2016S000107,Tarde,14,No es causa del peatón,Turismo,Dona,28,Passatger,Desconegut,Herida leve,428750.38,4578077.69,2.147178,41.349195
2016S000107,Tarde,14,No es causa del peatón,Turismo,Dona,39,Passatger,Desconegut,Herida leve,428750.38,4578077.69,2.147178,41.349195
2016S000107,Tarde,14,No es causa del peatón,Turismo,Dona,5,Passatger,Desconegut,Herida leve,428750.38,4578077.69,2.147178,41.349195
2016S000107,Tarde,14,No es causa del peatón,Turismo,Dona,7,Passatger,Desconegut,Herida leve,428750.38,4578077.69,2.147178,41.349195
2016S000107,Tarde,14,No es causa del peatón,Turismo,Dona,9,Passatger,Desconegut,Herida leve,428750.38,4578077.69,2.147178,41.349195
2016S000107,Tarde,14,No es causa del peatón,Turismo,Home,29,Passatger,Desconegut,Herida leve,428750.38,4578077.69,2.147178,41.349195
2016S000107,Tarde,14,No es causa del peatón,Turismo,Home,4,Passatger,Desconegut,Herida leve,428750.38,4578077.69,2.147178,41.349195
2016S000107,Tarde,14,No es causa del peatón,Turismo,Home,7,Passatger,Desconegut,Herida leve,428750.38,4578077.69,2.147178,41.349195
2016S000108,Tarde,14,No es causa del peatón,Turismo,Dona,56,Conductor,Presentado,Herida leve,430567.4,4588342.51,2.167718,41.441807
2016S000109,Tarde,14,No es causa del peatón,Motocicleta,Dona,Desconegut,Passatger,Desconegut,Herida leve,432303.01,4581077.48,2.18931,41.376522
2016S000110,Tarde,15,No es causa del peatón,Motocicleta,Home,21,Conductor,Presentado,Herida leve,428923.36,4581777.57,2.148812,41.382535
2016S000111,Matutino,13,No es causa del peatón,Motocicleta,Home,47,Conductor,Presentado,Herida leve,430323.9,4581539.59,2.165581,41.380514
2016S000112,Tarde,16,No es causa del peatón,AutobĂşs,Dona,74,Passatger,Desconegut,Herida leve,428964.8,4582656.51,2.149199,41.390455
2016S000113,Tarde,18,No es causa del peatón,Motocicleta,Home,30,Conductor,Presentado,Herida leve,426590.95,4582458.38,2.12083,41.388459
2016S000114,Tarde,20,No es causa del peatón,Motocicleta,Home,49,Conductor,Presentado,Herida leve,427295.59,4581244.74,2.129407,41.377589
2016S000115,Tarde,21,No es causa del peatón,Turismo,Dona,38,Passatger,Desconegut,Herida leve,429852.61,4582964.49,2.159784,41.393307
2016S000115,Tarde,21,No es causa del peatón,Turismo,Home,31,Conductor,Presentado,Herida leve,429852.61,4582964.49,2.159784,41.393307
2016S000116,Noche,0,No es causa del peatón,Motocicleta,Dona,26,Conductor,Presentado,Herida leve,431734.1,4586353.56,2.181911,41.423993
2016S000117,Matutino,6,No es causa del peatón,Ciclomotor,Home,29,Conductor,Presentado,Herida leve,430167.47,4582679.88,2.163584,41.390768
2016S000118,Matutino,8,No es causa del peatón,Motocicleta,Home,51,Conductor,Presentado,Herida leve,429697.73,4582243.75,2.158014,41.3868
2016S000120,Matutino,8,No es causa del peatón,Motocicleta,Home,51,Conductor,Presentado,Herida leve,431152.87,4588664.63,2.174683,41.444758
2016S000121,Matutino,9,No es causa del peatón,AutobĂşs,Dona,33,Vianant,Desconegut,Herida leve,430977.3,4582354.48,2.173309,41.387911
2016S000122,Matutino,9,No es causa del peatón,Ciclomotor,Dona,28,Conductor,Presentado,Herida leve,429413.25,4581441.99,2.154711,41.379552
2016S000123,Matutino,11,No es causa del peatón,Turismo,Dona,25,Vianant,Desconegut,Herida leve,431210.52,4584269.13,2.175878,41.405178
2016S000124,Matutino,11,No es causa del peatón,Motocicleta,Home,57,Conductor,Presentado,Herida leve,433011.99,4585093.22,2.197331,41.412752
2016S000125,Matutino,10,No es causa del peatón,AutobĂşs,Dona,34,Passatger,Desconegut,Herida leve,430441.6,4579368.55,2.167241,41.36097
2016S000125,Matutino,10,No es causa del peatón,AutobĂşs,Home,49,Conductor,Presentado,Herida leve,430441.6,4579368.55,2.167241,41.36097
2016S000126,Matutino,12,No es causa del peatón,Ciclomotor,Home,34,Conductor,Presentado,Herida leve,430246.36,4582369.13,2.164565,41.387983
2016S000127,Tarde,14,No es causa del peatón,Motocicleta,Home,33,Conductor,Presentado,Herida leve,430863.4,4584191.47,2.171735,41.404446
2016S000131,Tarde,14,No es causa del peatón,Turismo,Dona,23,Conductor,Presentado,Herida leve,433283.36,4588420.84,2.200218,41.44274
2016S000131,Tarde,14,No es causa del peatón,Turismo,Dona,51,Passatger,Desconegut,Herida leve,433283.36,4588420.84,2.200218,41.44274
2016S000132,Tarde,15,No es causa del peatón,AutobĂşs,Home,86,Passatger,Desconegut,Herida leve,429230.37,4580912.7,2.152584,41.374771
2016S000133,Tarde,15,No es causa del peatón,Furgoneta,Dona,74,Vianant,Desconegut,Herida leve,427382.67,4580571.49,2.130528,41.371535
2016S000134,Matutino,13,No es causa del peatón,Turismo,Dona,81,Vianant,Desconegut,Herida leve,429253.15,4584407.69,2.152451,41.406251
2016S000136,Tarde,17,No es causa del peatón,Bicicleta,Home,40,Conductor,Presentado,Herida leve,427979.41,4583363.45,2.137334,41.396735
2016S000137,Tarde,17,No es causa del peatón,Ciclomotor,Home,31,Conductor,Presentado,Herida leve,428842,4582566.74,2.14775,41.389634
2016S000138,Tarde,18,No es causa del peatón,Ciclomotor,Home,23,Conductor,Presentado,Herida leve,427500.43,4580806.78,2.131911,41.373662
2016S000139,Tarde,18,No es causa del peatón,AutobĂşs,Dona,62,Passatger,Desconegut,Herida leve,430675.36,4580320,2.16993,41.369565
2016S000140,Tarde,17,No es causa del peatón,Turismo,Home,64,Conductor,Presentado,Herida leve,428198.7,4585893,2.139653,41.419541
2016S000141,Tarde,18,No es causa del peatón,Motocicleta,Dona,52,Conductor,Presentado,Herida leve,430144.52,4582932.76,2.16328,41.393044
2016S000142,Tarde,19,No es causa del peatón,Motocicleta,Home,24,Conductor,Presentado,Herida leve,431060.57,4584739.92,2.17403,41.409399
2016S000143,Tarde,20,No es causa del peatón,Motocicleta,Dona,47,Conductor,Presentado,Herida leve,429241.55,4581483.47,2.152649,41.379915
2016S000143,Tarde,20,No es causa del peatón,Turismo,Home,64,Conductor,Presentado,Herida leve,429241.55,4581483.47,2.152649,41.379915
2016S000144,Tarde,21,No es causa del peatón,Ciclomotor,Home,21,Conductor,Presentado,Herida leve,428982.81,4581525.56,2.149547,41.38027
2016S000145,Tarde,21,No es causa del peatón,Motocicleta,Dona,51,Passatger,Desconegut,Herida leve,430505.14,4581450.2,2.167768,41.379728
2016S000146,Matutino,6,No es causa del peatón,Motocicleta,Dona,40,Conductor,Presentado,Herida leve,433010.8,4584901.86,2.197341,41.411023
2016S000147,Matutino,7,No es causa del peatón,Motocicleta,Dona,31,Conductor,Presentado,Herida leve,429477.77,4584795.47,2.155085,41.409766
2016S000148,Matutino,13,No es causa del peatón,Motocicleta,Dona,48,Passatger,Desconegut,Herida leve,431262.77,4584533.84,2.17647,41.407561
2016S000148,Matutino,13,No es causa del peatón,Motocicleta,Home,58,Conductor,Presentado,Herida leve,431262.77,4584533.84,2.17647,41.407561
2016S000149,Matutino,9,No es causa del peatón,Motocicleta,Dona,35,Conductor,Presentado,Herida leve,427033.62,4583559.2,2.125995,41.398415
2016S000150,Matutino,9,Desobedecer Semáforo,Turismo,Dona,37,Vianant,Desconegut,Herida leve,428448.22,4585108.85,2.142737,41.412494
2016S000151,Matutino,9,No es causa del peatón,Motocicleta,Home,38,Conductor,Presentado,Herida leve,428460.32,4578638.16,2.143646,41.354222
2016S000152,Matutino,10,No es causa del peatón,Turismo,Dona,60,Conductor,Presentado,Herida leve,426833.76,4584660.17,2.12347,41.408313
2016S000152,Matutino,10,No es causa del peatón,Turismo,Home,64,Conductor,Presentado,Herida leve,426833.76,4584660.17,2.12347,41.408313
2016S000153,Matutino,10,No es causa del peatón,Turismo,Dona,44,Conductor,Presentado,Herida leve,432280.32,4589210.63,2.188124,41.449771
2016S000154,Matutino,7,No es causa del peatón,Motocicleta,Dona,29,Conductor,Presentado,Herida leve,433260.7,4585363.67,2.200281,41.415205
2016S000155,Matutino,11,No es causa del peatón,Motocicleta,Home,41,Conductor,Presentado,Herida leve,427383.72,4581962.69,2.130374,41.384063
2016S000156,Matutino,11,No es causa del peatón,AutobĂşs,Dona,79,Passatger,Desconegut,Herida leve,428302.54,4581623.19,2.141404,41.381093
2016S000157,Matutino,12,No es causa del peatón,Motocicleta,Dona,30,Conductor,Presentado,Herida leve,430785.21,4583558.8,2.170875,41.398738
2016S000158,Matutino,12,No es causa del peatón,Turismo,Dona,49,Passatger,Desconegut,Herida leve,429576.46,4586996.28,2.156013,41.429598
2016S000158,Matutino,12,No es causa del peatón,Turismo,Dona,9,Passatger,Desconegut,Herida leve,429576.46,4586996.28,2.156013,41.429598
2016S000158,Matutino,12,No es causa del peatón,Turismo,Home,41,Conductor,Presentado,Herida leve,429576.46,4586996.28,2.156013,41.429598
2016S000159,Matutino,12,No es causa del peatón,Turismo,Dona,52,Conductor,Presentado,Herida leve,428092.34,4582711.17,2.138763,41.390873
2016S000160,Tarde,21,No es causa del peatón,Motocicleta,Home,37,Conductor,Presentado,Herida leve,431625.93,4585434.72,2.18071,41.415707
2016S000161,Matutino,13,No es causa del peatón,Motocicleta,Home,49,Conductor,Presentado,Herida leve,429169.49,4581390.19,2.151799,41.379071
2016S000162,Tarde,21,No es causa del peatón,Turismo,Dona,54,Conductor,Presentado,Herida leve,434640.54,4584607.14,2.216874,41.408509
2016S000163,Tarde,15,No es causa del peatón,Motocicleta,Home,31,Conductor,Presentado,Herida leve,428133.39,4580116.62,2.139562,41.367504
2016S000164,Tarde,15,No es causa del peatón,Motocicleta,Dona,28,Conductor,Presentado,Herida leve,427122.04,4581357.03,2.127325,41.378591
