IdExpediente,Turno,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,TipoPersona,Edad,SeriedadAcc,CoordenadaUTM_Y,CoordenadaUTM_X
2013S002238,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4583583.60,430563.44
2013S002242,Tarde,14,No es causa del peatón,Motocicleta,Dona,Conductor,24,Herida leve,4582773.76,429432.20
2013S000726,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,34,Herida leve,4576573.69,425736.89
2013S000747,Noche,22,No es causa del peatón,Motocicleta,Dona,Conductor,38,Herida leve,4579524.79,427809.85
2013S000751,Matutino,7,No es causa del peatón,Motocicleta,Dona,Conductor,31,Herida leve,4585229.08,428255.33
2013S001256,Noche,22,No es causa del peatón,Motocicleta,Dona,Conductor,52,Herida leve,4581619.21,431742.93
2013S001263,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,45,Herida leve,4581195.08,427362.37
2013S001265,Matutino,8,No es causa del peatón,Turismo,Dona,Conductor,60,Herida leve,4580941.11,430651.97
2013S001786,Tarde,19,No es causa del peatón,Turismo,Home,Vianant,23,Herida leve,4582690.77,429525.96
2013S001789,Tarde,19,No es causa del peatón,Motocicleta,Dona,Conductor,35,Herida leve,4579358.49,430450.50
2013S001791,Matutino,6,No es causa del peatón,Motocicleta,Dona,Conductor,50,Herida leve,4583086.08,428993.23
2013S001804,Tarde,17,No es causa del peatón,Turismo,Dona,Passatger,35,Herida leve,4588664.83,433634.46
2013S002273,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,58,Herida leve,4585230.89,427429.54
2013S002276,Matutino,6,No es causa del peatón,Turismo,Dona,Passatger,62,Herida leve,4584670.90,430225.17
2013S000773,Tarde,19,No es causa del peatón,Ciclomotor,Dona,Conductor,22,Herida leve,4582379.73,430445.33
2013S000784,Matutino,7,Desobedecer Semáforo,Ciclomotor,Home,Conductor,21,Herida leve,4583694.95,427702.98
2013S001319,Tarde,20,No es causa del peatón,Turismo,Dona,Conductor,26,Herida leve,4584695.73,426829.82
2013S001339,Matutino,13,No es causa del peatón,Motocicleta,Dona,Conductor,29,Herida leve,4582679.88,430167.47
2013S001340,Tarde,14,Cruzar fuera de paso peatonal,Ciclomotor,Dona,Vianant,52,Herida leve,4584230.03,431336.70
2013S001869,Matutino,12,No es causa del peatón,Autobús,Dona,Passatger,30,Herida leve,4583621.87,430848.87
2013S001873,Matutino,13,No es causa del peatón,Turismo,Home,Conductor,35,Herida leve,4578561.81,429718.16
2013S002317,Tarde,21,No es causa del peatón,Ciclomotor,Dona,Conductor,64,Herida leve,4582957.17,428627.37
2013S001345,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,39,Herida leve,4583281.44,430711.20
2013S001353,Tarde,20,No es causa del peatón,Motocicleta,Dona,Conductor,52,Herida leve,4582561.55,429654.01
2013S001369,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4582396.71,430233.49
2013S001893,Matutino,10,No es causa del peatón,Taxi,Home,Vianant,58,Herida leve,4581858.97,431493.37
2013S001899,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,54,Herida leve,4584260.23,431528.42
2013S002355,Tarde,14,No es causa del peatón,Ciclomotor,Dona,Conductor,41,Herida leve,4584665.15,431943.56
2013S002359,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4585510.14,432502.35
2013S002366,Tarde,17,No es causa del peatón,Motocicleta,Dona,Passatger,22,Herida leve,4587046.77,429562.71
2013S002371,Tarde,18,Desobedecer Semáforo,Motocicleta,Dona,Vianant,47,Herida leve,4585519.32,428393.47
2013S001396,Tarde,19,No es causa del peatón,Furgoneta,Dona,Vianant,56,Herida leve,4588255.79,430183.47
2013S001399,Tarde,21,No es causa del peatón,Turismo,Home,Conductor,39,Herida leve,4583391.06,430127.00
2013S001408,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4584044.05,428013.68
2013S002396,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4583840.45,430303.20
2013S000913,Matutino,11,No es causa del peatón,Motocicleta,Dona,Passatger,25,Herida leve,4583592.71,431696.02
2013S001427,Matutino,7,No es causa del peatón,Turismo,Dona,Conductor,23,Herida leve,4585171.18,431680.47
2013S001934,Tarde,18,No es causa del peatón,Autobús,Dona,Passatger,54,Herida leve,4583984.90,428013.26
2013S001935,Tarde,18,No es causa del peatón,Motocicleta,Home,Vianant,40,Herida leve,4585077.17,430934.85
2013S001939,Tarde,18,No es causa del peatón,Motocicleta,Dona,Conductor,46,Herida leve,4579875.86,428621.05
2013S001958,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,35,Herida leve,4581712.62,428800.07
2013S001964,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4585249.15,433366.47
2013S002421,Noche,22,No es causa del peatón,Turismo,Dona,Conductor,29,Herida leve,4589052.17,433321.44
2013S000921,Matutino,13,No es causa del peatón,Motocicleta,Dona,Conductor,37,Herida leve,4582880.11,429577.80
2013S000941,Noche,22,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4582699.82,429331.96
2013S001449,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,45,Herida leve,4583059.76,430284.40
2013S001455,Tarde,17,No es causa del peatón,Motocicleta,Dona,Conductor,27,Herida grave,4583700.95,426561.78
2013S001975,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4583097.12,429058.25
2013S001986,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,23,Herida leve,4583121.17,430394.36
2013S002448,Tarde,18,No es causa del peatón,Turismo,Dona,Conductor,20,Herida leve,4589328.59,432297.32
2013S002449,Tarde,19,No es causa del peatón,Motocicleta,Home,Passatger,18,Herida leve,4587035.40,431515.34
2013S002463,Noche,1,No es causa del peatón,Turismo,Home,Passatger,20,Herida leve,4582905.96,433473.30
2013S002465,Tarde,20,No es causa del peatón,Turismo,Dona,Vianant,61,Herida leve,4585754.52,432172.59
2013S002469,Matutino,6,No es causa del peatón,Turismo,Home,Conductor,20,Herida leve,4581939.69,425908.37
2013S000961,Tarde,14,No es causa del peatón,Ciclomotor,Dona,Conductor,17,Herida leve,4581781.49,427163.40
2013S000974,Matutino,7,No es causa del peatón,Turismo,Home,Conductor,38,Herida leve,4580908.62,428940.68
2013S001476,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,32,Herida leve,4580419.93,427738.71
2013S001493,Matutino,13,No es causa del peatón,Furgoneta,Home,Conductor,55,Herida leve,4588420.75,430718.45
2013S002002,Noche,4,No es causa del peatón,Turismo,Dona,Conductor,23,Herida leve,4587438.40,431902.54
2013S002003,Matutino,8,No es causa del peatón,Bicicleta,Home,Conductor,32,Herida leve,4582066.06,430137.64
2013S002008,Noche,23,No es causa del peatón,Motocicleta,Dona,Passatger,27,Herida leve,4588076.25,431588.47
2013S002011,Matutino,7,No es causa del peatón,Ciclomotor,Home,Conductor,32,Herida leve,4583911.60,431137.72
2013S002026,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4582395.87,428667.74
2013S002485,Tarde,21,No es causa del peatón,Todo terreno,Home,Vianant,34,Herida leve,4582192.64,429989.37
2013S002487,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4580997.41,431336.79
2013S000983,Matutino,13,No es causa del peatón,Turismo,Dona,Conductor,32,Herida leve,4582897.99,427470.99
2013S001522,Matutino,8,No es causa del peatón,Motocicleta,Dona,Conductor,26,Herida leve,4581068.04,429244.00
2013S001528,Matutino,11,Otras,Ciclomotor,Home,Conductor,39,Herida leve,4583547.34,431638.38
2013S002029,Tarde,17,No es causa del peatón,Turismo,Dona,Conductor,42,Herida leve,4582192.05,426498.61
2013S002034,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,57,Herida leve,4588656.17,431082.73
2013S002510,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4581128.40,429170.58
2013S002523,Tarde,17,Cruzar fuera de paso peatonal,Motocicleta,Dona,Conductor,33,Herida leve,4584046.92,431035.62
2013S002535,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,48,Herida leve,4580479.49,427551.09
2013S001022,Noche,0,No es causa del peatón,Turismo,Home,Passatger,22,Herida leve,4586493.61,429294.90
2013S001545,Tarde,21,No es causa del peatón,Turismo,Dona,Passatger,48,Herida leve,4584412.61,432505.80
2013S001576,Tarde,20,No es causa del peatón,Motocicleta,Dona,Conductor,36,Herida leve,4583851.21,430499.56
2013S002061,Matutino,11,Desobedecer Semáforo,Motocicleta,Dona,Passatger,31,Herida leve,4583633.57,430474.43
2013S002082,Matutino,8,No es causa del peatón,Motocicleta,Home,Vianant,69,Herida leve,4587874.67,431387.30
2013S002085,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,47,Herida leve,4581912.66,429894.21
2013S002089,Matutino,12,No es causa del peatón,Ciclomotor,Home,Conductor,34,Herida leve,4583317.43,429831.27
2013S002090,Matutino,10,No es causa del peatón,Motocicleta,Home,Conductor,62,Muerte,4584280.73,429731.67
2013S002541,Tarde,14,No es causa del peatón,Turismo,Dona,Conductor,24,Herida leve,4578300.72,428686.17
2013S002542,Tarde,14,Desobedecer Semáforo,Motocicleta,Home,Conductor,26,Herida leve,4584406.09,432708.11
2013S002555,Tarde,19,No es causa del peatón,Turismo,Home,Conductor,36,Herida leve,4585316.98,427661.77
2013S002566,Tarde,14,No es causa del peatón,Motocicleta,Dona,Passatger,46,Herida leve,4583547.27,430980.34
2013S001052,Tarde,15,No es causa del peatón,Turismo,Dona,Conductor,39,Herida leve,4581561.81,429321.37
2013S001059,Matutino,11,No es causa del peatón,Turismo,Home,Conductor,38,Herida leve,4581796.50,432684.30
2013S001073,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,45,Herida leve,4581415.28,426532.37
2013S001074,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,46,Herida leve,4585455.65,430617.21
2013S001076,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,17,Herida leve,4586779.98,429438.28
2013S001585,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,24,Herida leve,4583445.84,425910.22
2013S001591,Matutino,12,Cruzar fuera de paso peatonal,Turismo,Home,Vianant,74,Herida leve,4582376.54,431680.20
2013S001597,Tarde,16,No es causa del peatón,Turismo,Home,Passatger,21,Herida leve,4583010.20,433011.04
2013S000567,Matutino,7,No es causa del peatón,Furgoneta,Home,Passatger,51,Herida leve,4577041.45,426466.95
2013S004590,Tarde,19,No es causa del peatón,Motocicleta,Dona,Conductor,40,Herida leve,4581498.83,431680.73
2013S004598,Tarde,15,No es causa del peatón,Bicicleta,Home,Vianant,71,Herida leve,4588687.36,431504.02
2013S002641,Tarde,17,No es causa del peatón,Motocicleta,Dona,Passatger,18,Herida leve,4577906.72,428379.38
2013S002645,Tarde,17,No es causa del peatón,Ciclomotor,Home,Conductor,26,Herida leve,4585411.92,432472.48
2013S002648,Tarde,18,No es causa del peatón,Autobús,Dona,Passatger,32,Herida leve,4583069.83,429142.17
2013S002627,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4580624.16,428577.78
2013S002630,Matutino,11,No es causa del peatón,Motocicleta,Dona,Conductor,52,Herida leve,4583938.84,430414.03
2013S003609,Tarde,14,No es causa del peatón,Turismo,Dona,Passatger,43,Herida leve,4584927.50,429679.86
2013S003629,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,64,Herida leve,4583220.26,429664.97
2013S003631,Matutino,12,No es causa del peatón,Motocicleta,Dona,Conductor,52,Herida leve,4583980.19,426145.19
2013S003635,Tarde,14,No es causa del peatón,Turismo,Dona,Vianant,31,Herida grave,4580986.81,428389.28
2013S003646,Tarde,16,No es causa del peatón,Motocicleta,Dona,Conductor,45,Herida leve,4583785.18,427304.05
2013S003664,Matutino,9,No es causa del peatón,Taxi,Home,Conductor,52,Herida leve,4583434.04,430094.01
2013S003670,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,24,Herida leve,4582989.29,430093.32
2013S002665,Matutino,11,No es causa del peatón,Motocicleta,Dona,Passatger,55,Herida leve,4584886.94,434861.82
2013S003139,Tarde,18,No es causa del peatón,Turismo,Dona,Conductor,27,Herida leve,4583924.93,431553.15
2013S003141,Noche,22,No es causa del peatón,Bicicleta,Home,Conductor,30,Herida leve,4581051.65,429011.71
2013S004149,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida leve,4581505.34,428715.61
2013S004154,Matutino,12,No es causa del peatón,Ciclomotor,Home,Conductor,39,Herida leve,4588506.77,430897.90
2013S003681,Noche,23,No es causa del peatón,Ciclomotor,Dona,Passatger,21,Herida leve,4582508.43,428118.83
2013S003686,Matutino,7,No es causa del peatón,Motocicleta,Dona,Conductor,35,Herida leve,4585073.30,430571.46
2013S003705,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4580872.80,428832.19
2013S002688,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4583711.31,431126.73
2013S002699,Matutino,10,No es causa del peatón,Ciclomotor,Dona,Conductor,33,Herida leve,4583833.61,431505.60
2013S002703,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4588927.42,432391.87
2013S003191,Matutino,9,No es causa del peatón,Turismo,Dona,Conductor,23,Herida leve,4583048.37,433616.67
2013S003192,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,58,Herida leve,4583163.71,429442.56
2013S004169,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4583824.60,433082.11
2013S004185,Matutino,11,No es causa del peatón,Turismo,Home,Conductor,34,Herida leve,4590711.35,431736.90
2013S003709,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4585200.59,430015.55
2013S003710,Tarde,20,No es causa del peatón,Turismo,Home,Conductor,47,Herida leve,4582713.36,432672.63
2013S003711,Noche,4,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4584438.56,433415.16
2013S003714,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,49,Herida leve,4584005.27,432226.20
2013S003715,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,67,Herida leve,4584087.53,429518.91
2013S003718,Matutino,9,No es causa del peatón,Turismo,Home,Conductor,27,Herida leve,4585808.01,433936.57
2013S003728,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,64,Herida grave,4582697.41,430695.66
2013S002719,Matutino,10,No es causa del peatón,Motocicleta,Home,Conductor,43,Herida leve,4584613.83,433255.02
2013S002742,Tarde,21,No es causa del peatón,Ciclomotor,Dona,Passatger,40,Herida leve,4583728.57,430633.59
2013S002744,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,52,Herida leve,4588570.07,432100.67
2013S002746,Matutino,8,No es causa del peatón,Ciclomotor,Dona,Conductor,44,Herida leve,4587014.53,429870.43
2013S003198,Matutino,12,No es causa del peatón,Turismo,Home,Conductor,55,Herida leve,4582376.24,427098.91
2013S003218,Tarde,19,Otras,Motocicleta,Home,Passatger,31,Herida leve,4580072.20,427616.06
2013S003219,Tarde,17,No es causa del peatón,Ciclomotor,Home,Conductor,46,Herida leve,4587121.50,432225.78
2013S004204,Tarde,15,No es causa del peatón,Turismo,Home,Conductor,37,Herida leve,4587081.27,430922.70
2013S004209,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4581696.51,432103.86
2013S004220,Matutino,8,No es causa del peatón,Motocicleta,Home,Passatger,13,Herida leve,4586509.96,429784.02
2013S003740,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,62,Herida grave,4580046.80,428561.14
2013S003749,Matutino,10,No es causa del peatón,Motocicleta,Dona,Passatger,25,Herida leve,4583896.25,428798.15
2013S003750,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,20,Herida leve,4583317.43,429831.27
2013S003752,Matutino,12,No es causa del peatón,Ciclomotor,Dona,Conductor,22,Herida leve,4581442.17,429095.10
2013S003759,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,Desconegut,Herida leve,4580997.41,431336.79
2013S002784,Tarde,14,No es causa del peatón,Motocicleta,Dona,Conductor,34,Herida leve,4587530.30,433418.23
2013S003223,Tarde,21,No es causa del peatón,Ciclomotor,Home,Passatger,20,Herida leve,4583237.13,428521.50
