IdExpediente,Turno,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,Edad,TipoPersona,Situacion,SeriedadAcc,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2018S000034,Tarde,17,No es causa del peatón,Turisme,Home,25,Conductor,Presentat,"Leve, asistencia en el lugar",431170.35,4581218.47,2.17575,41.3777
2018S000035,Tarde,19,No es causa del peatón,Bicicleta,Home,26,Conductor,Presentat,"Leve, asistencia en el lugar",429097.08,4582816.79,2.150772,41.391915000000004
2018S000036,Tarde,18,No es causa del peatón,Ciclomotor,Home,49,Conductor,Presentat,"Leve, hospitalización hasta 24h",431825.99,4588125.62,2.182811,41.439966
2018S000037,Tarde,16,No es causa del peatón,Motocicleta,Home,52,Conductor,Presentat,"Leve, asistencia en el lugar",431803.6,4581754.35,2.183262,41.38258
2018S000038,Tarde,20,No es causa del peatón,Motocicleta,Dona,43,Conductor,Presentat,"Leve, hospitalización hasta 24h",428711.21,4582610.57,2.1461810000000003,41.390024
2018S000039,Tarde,20,No es causa del peatón,Motocicleta,Home,47,Conductor,Presentat,"Leve, asistencia en el lugar",430061.22,4582806.77,2.1623040000000002,41.391909000000005
2018S000040,Tarde,20,No es causa del peatón,Taxi,Home,41,Conductor,Presentat,"Leve, hospitalización hasta 24h",427095.73,4581854.83,2.126951,41.383072
2018S000041,Tarde,19,No es causa del peatón,Motocicleta,Home,46,Conductor,Presentat,"Leve, hospitalización hasta 24h",433501.25,4586845.07,2.203004,41.428573
2018S000042,Tarde,19,Cruzar fuera de paso peatonal,Motocicleta,Home,86,Vianant,Desconegut,"Leve, hospitalización hasta 24h",432390.05,4587643.25,2.1896169999999997,41.435669
2018S000044,Matutino,8,No es causa del peatón,Ciclomotor,Home,30,Conductor,Presentat,"Leve, hospitalización hasta 24h",428560.64,4582872.87,2.144349,41.392373
2018S000045,Matutino,9,No es causa del peatón,Motocicleta,Home,69,Conductor,Presentat,"Leve, asistencia en el lugar",428670.29,4585382.46,2.145365,41.414984999999994
2018S000046,Matutino,9,No es causa del peatón,Motocicleta,Home,34,Conductor,Presentat,"Leve, hospitalización hasta 24h",432115.62,4585274.89,2.186598,41.414315
2018S000047,Matutino,11,No es causa del peatón,Motocicleta,Dona,32,Conductor,Presentat,"Leve, asistencia en el lugar",428114.36,4584473.27,2.138821,41.406746999999996
2018S000049,Matutino,12,No es causa del peatón,Motocicleta,Home,27,Conductor,Presentat,"Leve, hospitalización hasta 24h",428735.02,4581779.15,2.146564,41.382537
2018S000050,Matutino,9,No es causa del peatón,Motocicleta,Dona,52,Conductor,Presentat,"Leve, hospitalización hasta 24h",425404.36,4581892.29,2.10672,41.383254
2018S000051,Matutino,12,No es causa del peatón,Motocicleta,Home,27,Conductor,Presentat,"Leve, hospitalización hasta 24h",427807.91,4579712.38,2.135723,41.36384
2018S000052,Matutino,13,No es causa del peatón,Motocicleta,Home,29,Conductor,Presentat,"Leve, hospitalización hasta 24h",428098.21,4583643.95,2.138727,41.399276
2018S000053,Tarde,15,No es causa del peatón,Ciclomotor,Home,35,Conductor,Presentat,"Leve, asistencia en el lugar",430067.33,4581411.11,2.1625389999999998,41.37934
2018S000054,Tarde,17,No es causa del peatón,Motocicleta,Home,37,Conductor,Presentat,"Leve, hospitalización hasta 24h",429560.28,4578433.34,2.156821,41.352475
2018S000055,Tarde,17,No es causa del peatón,Motocicleta,Dona,33,Conductor,Presentat,"Leve, hospitalización hasta 24h",430978.26,4583706.76,2.1731700000000003,41.400095
2018S000056,Tarde,17,No es causa del peatón,Motocicleta,Home,23,Conductor,Presentat,"Leve, hospitalización hasta 24h",429070.35,4584537.49,2.15025,41.40741
2018S000056,Tarde,17,No es causa del peatón,Motocicleta,Home,23,Conductor,Presentat,"Leve, rechaza asistencia",429070.35,4584537.49,2.15025,41.40741
2018S000057,Tarde,19,No es causa del peatón,Furgoneta,Home,34,Passatger,Desconegut,"Leve, hospitalización hasta 24h",432218.56,4588908.54,2.187422,41.447051
2018S000057,Tarde,19,No es causa del peatón,Furgoneta,Home,53,Conductor,Presentat,"Leve, hospitalización hasta 24h",432218.56,4588908.54,2.187422,41.447051
2018S000057,Tarde,19,No es causa del peatón,Furgoneta,Home,59,Conductor,Presentat,"Leve, hospitalización hasta 24h",432218.56,4588908.54,2.187422,41.447051
2018S000058,Tarde,18,No es causa del peatón,Motocicleta,Home,43,Conductor,Presentat,"Leve, hospitalización hasta 24h",427504.46,4585298.73,2.131426,41.414127
2018S000059,Tarde,19,Desobedecer Semáforo,Motocicleta,Home,6,Vianant,Desconegut,"Leve, hospitalización hasta 24h",429649.26,4582966.26,2.157359,41.39331
2018S000060,Tarde,20,No es causa del peatón,Motocicleta,Dona,45,Conductor,Presentat,"Leve, hospitalización hasta 24h",428690.81,4581838.58,2.146028,41.383069
2018S000061,Tarde,20,Cruzar fuera de paso peatonal,Turisme,Home,41,Vianant,Desconegut,"Leve, hospitalización hasta 24h",428518.97,4586993.98,2.143363,41.429486
2018S000062,Tarde,21,No es causa del peatón,Motocicleta,Home,39,Conductor,Presentat,"Leve, hospitalización hasta 24h",431275.63,4588731.92,2.176155,41.44538
2018S000063,Tarde,21,No es causa del peatón,Motocicleta,Home,41,Conductor,Presentat,"Leve, hospitalización hasta 24h",430505.46,4583808.03,2.1675020000000003,41.400966
2018S000064,Tarde,19,No es causa del peatón,AutobĂşs,Home,71,Passatger,Desconegut,"Leve, hospitalización hasta 24h",432111.61,4586056.95,2.1864630000000003,41.421359
2018S000065,Noche,23,No es causa del peatón,Bicicleta,Home,46,Conductor,Presentat,"Grave, hospitalización superior 24h",433081.87,4584996.69,2.1981900000000003,41.411891
2018S000066,Matutino,6,No es causa del peatón,Motocicleta,Dona,26,Conductor,Presentat,"Leve, hospitalización hasta 24h",427049.01,4581302.86,2.126459,41.378096
2018S000066,Matutino,6,No es causa del peatón,Motocicleta,Home,30,Passatger,Desconegut,"Leve, hospitalización hasta 24h",427049.01,4581302.86,2.126459,41.378096
2018S000067,Matutino,7,No es causa del peatón,Motocicleta,Dona,28,Conductor,Presentat,"Leve, asistencia en el lugar",432211.14,4585084.11,2.187763,41.412605
2018S000067,Matutino,7,No es causa del peatón,Motocicleta,Home,26,Passatger,Desconegut,"Leve, asistencia en el lugar",432211.14,4585084.11,2.187763,41.412605
2018S000068,Matutino,7,No es causa del peatón,Motocicleta,Home,31,Conductor,Presentat,"Leve, hospitalización hasta 24h",430399.18,4580899.78,2.166566,41.374763
2018S000069,Matutino,8,No es causa del peatón,Ciclomotor,Home,54,Conductor,Presentat,"Leve, asistencia en el lugar",432141.03,4585382.64,2.18689,41.415288000000004
2018S000070,Matutino,9,No es causa del peatón,Altres vehicles amb motor,Home,47,Vianant,Desconegut,"Leve, hospitalización hasta 24h",426238.17,4576289.95,2.117373,41.332873
2018S000071,Matutino,11,No es causa del peatón,Bicicleta,Home,39,Conductor,Presentat,"Leve, hospitalización hasta 24h",428585.98,4581366.46,2.14483,41.378807
2018S000072,Matutino,11,No es causa del peatón,Motocicleta,Home,71,Conductor,Presentat,"Leve, hospitalización hasta 24h",429099.82,4583362.45,2.150741,41.39683
2018S000073,Matutino,9,Desobedecer Semáforo,Bicicleta,Dona,26,Conductor,Presentat,"Leve, hospitalización hasta 24h",429456.18,4582587.71,2.155093,41.389883000000005
2018S000074,Matutino,12,No es causa del peatón,Motocicleta,Dona,48,Conductor,Presentat,"Leve, asistencia en el lugar",431275.02,4582830.46,2.176819,41.392227
2018S000075,Matutino,12,No es causa del peatón,Turisme,Home,39,Vianant,Desconegut,"Leve, asistencia en el lugar",429582.49,4584042.63,2.1564349999999997,41.402998
2018S000076,Tarde,14,No es causa del peatón,Turisme,Home,36,Conductor,Presentat,"Leve, hospitalización hasta 24h",425482.01,4581542.53,2.1076919999999997,41.380111
2018S000077,Tarde,14,No es causa del peatón,Ciclomotor,Home,21,Conductor,Presentat,"Leve, hospitalización hasta 24h",427815.43,4583480.39,2.135364,41.397778
2018S000078,Tarde,14,No es causa del peatón,Motocicleta,Dona,35,Conductor,Presentat,"Leve, hospitalización hasta 24h",429049.65,4582450.87,2.1502470000000002,41.388615
2018S000079,Tarde,15,No es causa del peatón,Motocicleta,Home,70,Conductor,Presentat,"Leve, asistencia en el lugar",430542.38,4585129.01,2.167792,41.412867
2018S000080,Matutino,13,No es causa del peatón,Ciclomotor,Home,26,Conductor,Presentat,"Leve, hospitalización hasta 24h",431648.43,4583591.24,2.1811990000000003,41.399111
2018S000081,Tarde,17,No es causa del peatón,Motocicleta,Home,37,Conductor,Presentat,"Leve, hospitalización hasta 24h",432610.79,4583198.24,2.192754,41.395653
2018S000082,Tarde,18,No es causa del peatón,Motocicleta,Home,17,Conductor,Presentat,"Leve, asistencia en el lugar",427924.2,4579274.37,2.137165,41.359905
2018S000083,Matutino,13,No es causa del peatón,Motocicleta,Home,26,Conductor,Presentat,"Leve, hospitalización hasta 24h",431532.34,4584788.28,2.179675,41.409883
2018S000084,Tarde,18,Desobedecer Semáforo,Motocicleta,Dona,12,Vianant,Desconegut,"Leve, hospitalización hasta 24h",428852.45,4584342.27,2.147666,41.405633
2018S000085,Tarde,19,No es causa del peatón,Motocicleta,Dona,34,Passatger,Desconegut,"Leve, hospitalización hasta 24h",428875.47,4581460.32,2.1482810000000003,41.379678000000006
2018S000085,Tarde,19,No es causa del peatón,Motocicleta,Home,25,Conductor,Presentat,"Leve, hospitalización hasta 24h",428875.47,4581460.32,2.1482810000000003,41.379678000000006
2018S000086,Tarde,18,No es causa del peatón,Motocicleta,Home,36,Conductor,Presentat,"Leve, hospitalización hasta 24h",428837.09,4587276.5,2.147137,41.432059
2018S000087,Tarde,19,No es causa del peatón,Ciclomotor,Home,45,Conductor,Presentat,"Leve, hospitalización hasta 24h",429868.7,4582996.42,2.15998,41.393601000000004
2018S000088,Tarde,15,No es causa del peatón,Ciclomotor,Home,29,Conductor,Presentat,"Leve, asistencia en el lugar",430880.87,4583424.29,2.172037,41.397542
2018S000089,Tarde,21,No es causa del peatón,Motocicleta,Dona,28,Conductor,Presentat,"Leve, hospitalización hasta 24h",431595.69,4584154.05,2.180505,41.404176
2018S000090,Tarde,16,Desobedecer Semáforo,AutobĂşs,Dona,64,Passatger,Desconegut,"Leve, hospitalización hasta 24h",429099.82,4583362.45,2.150741,41.39683
2018S000090,Tarde,16,Desobedecer Semáforo,AutobĂşs,Home,48,Passatger,Desconegut,"Leve, hospitalización hasta 24h",429099.82,4583362.45,2.150741,41.39683
2018S000092,Matutino,8,No es causa del peatón,"CamiĂł rĂ­gid <= 3,5 tones",Home,35,Vianant,Desconegut,"Leve, hospitalización hasta 24h",426724.1,4582010.62,2.122488,41.384440999999995
2018S000093,Matutino,9,No es causa del peatón,Motocicleta,Home,58,Conductor,Presentat,"Leve, asistencia en el lugar",429614.5,4583016.7,2.156937,41.393761
2018S000094,Matutino,11,No es causa del peatón,Motocicleta,Dona,34,Conductor,Presentat,"Leve, hospitalización hasta 24h",431303.96,4580950.67,2.177378,41.375299
2018S000095,Matutino,9,Otras,Turisme,Dona,24,Vianant,Desconegut,"Leve, hospitalización hasta 24h",425864.66,4583080.18,2.112079,41.393996
2018S000096,Matutino,10,No es causa del peatón,Motocicleta,Dona,51,Conductor,Presentat,"Leve, hospitalización hasta 24h",427850.72,4581243.39,2.136053,41.377633
2018S000098,Matutino,12,No es causa del peatón,Turisme,Dona,39,Conductor,Presentat,"Leve, hospitalización hasta 24h",429493.04,4587106.6,2.155007,41.430587
2018S000099,Tarde,15,No es causa del peatón,Taxi,Dona,Desconegut,Passatger,Desconegut,"Leve, hospitalización hasta 24h",431632.62,4587818.17,2.180532,41.437181
2018S000099,Tarde,15,No es causa del peatón,Turisme,Dona,36,Conductor,Presentat,"Leve, hospitalización hasta 24h",431632.62,4587818.17,2.180532,41.437181
2018S000100,Tarde,15,No es causa del peatón,Motocicleta,Home,37,Conductor,Presentat,"Grave, hospitalización superior 24h",427097.51,4582070.36,2.126946,41.385013
2018S000101,Tarde,16,No es causa del peatón,Motocicleta,Dona,38,Passatger,Desconegut,"Leve, hospitalización hasta 24h",429184.96,4581778.43,2.151944,41.382571
2018S000101,Tarde,16,No es causa del peatón,Motocicleta,Home,45,Conductor,Presentat,"Leve, hospitalización hasta 24h",429184.96,4581778.43,2.151944,41.382571
2018S000102,Tarde,15,No es causa del peatón,Motocicleta,Dona,40,Conductor,Presentat,"Leve, asistencia en el lugar",429564.28,4582120.18,2.156441,41.385682
2018S000102,Tarde,15,No es causa del peatón,Motocicleta,Dona,42,Conductor,Presentat,"Leve, asistencia en el lugar",429564.28,4582120.18,2.156441,41.385682
2018S000103,Tarde,17,No es causa del peatón,Turisme,Home,67,Conductor,Presentat,"Leve, asistencia en el lugar",432402.22,4584365.77,2.190129,41.406151
2018S000104,Tarde,16,No es causa del peatón,Bicicleta,Dona,42,Vianant,Desconegut,"Leve, hospitalización hasta 24h",429031.15,4584374.2,2.1498,41.405936
2018S000105,Tarde,18,No es causa del peatón,Ciclomotor,Dona,29,Conductor,Presentat,"Leve, hospitalización hasta 24h",430514.31,4584917.57,2.167481,41.410959999999996
2018S000106,Tarde,16,No es causa del peatón,Motocicleta,Home,39,Conductor,Presentat,"Leve, hospitalización hasta 24h",430706.3,4583602.45,2.169928,41.399132
2018S000107,Matutino,13,No es causa del peatón,Motocicleta,Home,43,Conductor,Presentat,"Leve, asistencia en el lugar",429270.14,4587461.07,2.152298,41.43376
2018S000108,Tarde,18,No es causa del peatón,Bicicleta,Home,38,Conductor,Presentat,"Leve, hospitalización hasta 24h",431452.23,4583798.16,2.178829,41.400958
2018S000108,Tarde,18,No es causa del peatón,Motocicleta,Home,64,Conductor,Presentat,"Leve, hospitalización hasta 24h",431452.23,4583798.16,2.178829,41.400958
2018S000109,Tarde,17,No es causa del peatón,AutobĂşs,Dona,86,Passatger,Desconegut,"Leve, hospitalización hasta 24h",431076.4,4583988.83,2.174311,41.402644
2018S000109,Tarde,17,No es causa del peatón,AutobĂşs,Dona,Desconegut,Passatger,Desconegut,"Leve, hospitalización hasta 24h",431076.4,4583988.83,2.174311,41.402644
2018S000110,Tarde,21,No es causa del peatón,Motocicleta,Home,34,Conductor,Presentat,"Leve, asistencia en el lugar",431926.84,4586869.18,2.18416,41.428658
2018S000112,Noche,23,Desobedecer Semáforo,Motocicleta,Dona,40,Conductor,Presentat,"Leve, hospitalización hasta 24h",430025.09,4581048.9,2.162075,41.376073999999996
2018S000112,Noche,23,Desobedecer Semáforo,Motocicleta,Home,9,Vianant,Desconegut,"Leve, hospitalización hasta 24h",430025.09,4581048.9,2.162075,41.376073999999996
2018S000113,Noche,0,No es causa del peatón,Bicicleta,Home,32,Conductor,Presentat,"Leve, hospitalización hasta 24h",431843.93,4588493.97,2.182985,41.443284999999996
2018S000117,Matutino,13,No es causa del peatón,Turisme,Home,9,Vianant,Desconegut,"Leve, hospitalización hasta 24h",431675.51,4588024.94,2.181022,41.439046999999995
2018S000118,Matutino,13,Cruzar fuera de paso peatonal,Turisme,Dona,81,Vianant,Desconegut,"Leve, hospitalización hasta 24h",432240.0,4587015.58,2.187891,41.430004
2018S000119,Matutino,13,No es causa del peatón,Turisme,Home,67,Conductor,Presentat,"Leve, hospitalización hasta 24h",428194.38,4583484.37,2.139896,41.397847999999996
2018S000120,Tarde,19,No es causa del peatón,Taxi,Dona,53,Passatger,Desconegut,"Leve, hospitalización hasta 24h",431769.85,4581608.2,2.182875,41.381261
2018S000120,Tarde,19,No es causa del peatón,Turisme,Home,56,Passatger,Desconegut,"Leve, asistencia en el lugar",431769.85,4581608.2,2.182875,41.381261
2018S000121,Tarde,19,Transitar a pie por calzada,Motocicleta,Dona,50,Vianant,Desconegut,"Leve, hospitalización hasta 24h",429061.59,4584293.79,2.1501740000000003,41.405215000000005
2018S000121,Tarde,19,Transitar a pie por calzada,Motocicleta,Home,61,Conductor,Presentat,"Leve, hospitalización hasta 24h",429061.59,4584293.79,2.1501740000000003,41.405215000000005
2018S000122,Tarde,19,No es causa del peatón,Turisme,Dona,34,Passatger,Desconegut,"Leve, asistencia en el lugar",428575.97,4582635.09,2.144561,41.390232
2018S000122,Tarde,19,No es causa del peatón,Turisme,Dona,36,Passatger,Desconegut,"Leve, asistencia en el lugar",428575.97,4582635.09,2.144561,41.390232
2018S000122,Tarde,19,No es causa del peatón,Turisme,Home,42,Conductor,Presentat,"Leve, asistencia en el lugar",428575.97,4582635.09,2.144561,41.390232
2018S000122,Tarde,19,No es causa del peatón,Turisme,Home,43,Conductor,Presentat,"Leve, asistencia en el lugar",428575.97,4582635.09,2.144561,41.390232
2018S000123,Tarde,19,No es causa del peatón,Turisme,Home,13,Vianant,Desconegut,"Leve, asistencia en el lugar",427704.89,4582286.33,2.134184,41.387013
2018S000124,Noche,22,No es causa del peatón,Bicicleta,Dona,33,Conductor,Presentat,"Leve, hospitalización hasta 24h",429512.16,4581933.21,2.155839,41.383994
2018S000125,Tarde,19,No es causa del peatón,Ciclomotor,Dona,38,Conductor,Presentat,"Leve, hospitalización hasta 24h",428121.82,4585676.23,2.1387680000000002,41.417582
2018S000126,Tarde,19,No es causa del peatón,Bicicleta,Home,33,Conductor,Presentat,"Leve, asistencia en el lugar",431791.37,4582425.96,2.18304,41.388628000000004
2018S000126,Tarde,19,No es causa del peatón,Motocicleta,Home,25,Conductor,Presentat,"Leve, asistencia en el lugar",431791.37,4582425.96,2.18304,41.388628000000004
2018S000127,Tarde,20,No es causa del peatón,Turisme,Dona,58,Passatger,Desconegut,"Leve, asistencia en el lugar",432020.49,4583188.19,2.185695,41.395513
2018S000128,Noche,0,No es causa del peatón,Turisme,Home,23,Passatger,Desconegut,"Leve, hospitalización hasta 24h",425387.61,4581830.33,2.106528,41.382695
2018S000128,Noche,0,No es causa del peatón,Turisme,Home,24,Passatger,Desconegut,"Leve, hospitalización hasta 24h",425387.61,4581830.33,2.106528,41.382695
2018S000128,Noche,0,No es causa del peatón,Turisme,Home,25,Conductor,Presentat,"Leve, hospitalización hasta 24h",425387.61,4581830.33,2.106528,41.382695
2018S000129,Noche,23,Transitar a pie por calzada,Turisme,Home,50,Vianant,Desconegut,"Leve, hospitalización hasta 24h",432714.86,4582201.37,2.19411,41.386683000000005
2018S000130,Noche,2,No es causa del peatón,Turisme,Home,30,Conductor,Presentat,"Leve, hospitalización hasta 24h",431181.96,4581170.47,2.175895,41.377268
2018S000131,Noche,22,No es causa del peatón,Motocicleta,Dona,29,Passatger,Desconegut,"Leve, asistencia en el lugar",431477.85,4586756.7,2.1788,41.427607
2018S000131,Noche,22,No es causa del peatón,Motocicleta,Home,31,Conductor,Presentat,"Leve, hospitalización hasta 24h",431477.85,4586756.7,2.1788,41.427607
2018S000132,Noche,2,No es causa del peatón,Motocicleta,Dona,26,Passatger,Desconegut,"Leve, asistencia en el lugar",428506.99,4581560.06,2.143863,41.380544
2018S000132,Noche,2,No es causa del peatón,Motocicleta,Home,26,Conductor,Presentat,"Leve, asistencia en el lugar",428506.99,4581560.06,2.143863,41.380544
2018S000133,Noche,3,No es causa del peatón,Turisme,Dona,68,Passatger,Desconegut,"Leve, asistencia en el lugar",427478.89,4580371.84,2.131711,41.36975
2018S000134,Matutino,6,No es causa del peatón,Turisme,Home,26,Conductor,Presentat,"Leve, hospitalización hasta 24h",427550.21,4583645.02,2.132172,41.399237
2018S000135,Matutino,6,No es causa del peatón,Turisme,Home,33,Passatger,Desconegut,"Leve, asistencia en el lugar",430550.57,4585063.75,2.167898,41.412279999999996
2018S000136,Matutino,7,No es causa del peatón,Motocicleta,Home,46,Conductor,Presentat,"Leve, hospitalización hasta 24h",429247.69,4584421.87,2.1523849999999998,41.406385
2018S000137,Matutino,10,No es causa del peatón,Motocicleta,Home,25,Conductor,Presentat,"Leve, hospitalización hasta 24h",429450.52,4581444.1,2.155159,41.379583000000004
2018S000138,Matutino,11,No es causa del peatón,Bicicleta,Dona,23,Conductor,Presentat,"Leve, hospitalización hasta 24h",432156.07,4584429.47,2.187177,41.406704
2018S000139,Matutino,12,No es causa del peatón,Turisme,Dona,44,Passatger,Desconegut,"Leve, asistencia en el lugar",425238.76,4581781.37,2.1047540000000002,41.38224
2018S000139,Matutino,12,No es causa del peatón,Turisme,Home,43,Conductor,Presentat,"Leve, asistencia en el lugar",425238.76,4581781.37,2.1047540000000002,41.38224
2018S000140,Matutino,13,No es causa del peatón,AutobĂşs,Home,82,Passatger,Desconegut,"Leve, hospitalización hasta 24h",427480.93,4582003.8,2.13154,41.384449
2018S000142,Tarde,19,No es causa del peatón,Motocicleta,Dona,41,Conductor,Presentat,"Leve, hospitalización hasta 24h",428059.46,4579055.93,2.138808,41.35795
2018S000143,Tarde,19,No es causa del peatón,Turisme,Home,22,Conductor,Presentat,"Leve, hospitalización hasta 24h",432704.73,4582076.17,2.194003,41.385555
2018S000143,Tarde,19,No es causa del peatón,Turisme,Home,32,Passatger,Desconegut,"Leve, hospitalización hasta 24h",432704.73,4582076.17,2.194003,41.385555
2018S000144,Tarde,19,No es causa del peatón,Motocicleta,Dona,43,Conductor,Presentat,"Leve, hospitalización hasta 24h",430187.22,4584495.54,2.163616,41.40713
2018S000144,Tarde,19,No es causa del peatón,Motocicleta,Home,22,Passatger,Desconegut,"Leve, hospitalización hasta 24h",430187.22,4584495.54,2.163616,41.40713
2018S000145,Tarde,20,No es causa del peatón,Ciclomotor,Home,25,Conductor,Presentat,"Leve, hospitalización hasta 24h",432520.82,4585670.37,2.191402,41.417911
