IdExpediente,Turno,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,Edad,TipoPersona,Situacion,SeriedadAcc,CoordenadaUTM_X,CoordenadaUTM_Y,Longitud,Latitud
2017S000084,Tarde,14,No es causa del peatón,Motocicleta,Home,27,Conductor,Presentado,Herida leve,427330.08,4582097.34,2.129724,41.385274
2017S000085,Tarde,14,No es causa del peatón,Motocicleta,Dona,27,Conductor,Presentado,Herida leve,428045.31,4581645.54,2.138328,41.381268
2017S000086,Tarde,17,No es causa del peatón,Turismo,Dona,49,Conductor,Presentado,Herida leve,427146.12,4582471.82,2.127478,41.388626
2017S000087,Tarde,16,Cruzar fuera de paso peatonal,Turismo,Home,20,Vianant,Desconegut,Herida leve,428958.12,4585089.98,2.148841,41.412368
2017S000088,Tarde,21,No es causa del peatón,Ciclomotor,Home,21,Conductor,Presentado,Herida leve,427509.13,4580863.62,2.132012,41.374176
2017S000089,Tarde,15,No es causa del peatón,Motocicleta,Home,21,Conductor,Presentado,Herida leve,427330.08,4582097.34,2.129724,41.385274
2017S000091,Tarde,19,Cruzar fuera de paso peatonal,Bicicleta,Home,38,Conductor,Presentado,Herida leve,427868.02,4580802,2.136312,41.373659
2017S000092,Tarde,15,No es causa del peatón,Motocicleta,Home,21,Conductor,Presentado,Herida leve,433003.56,4583039.24,2.197463,41.394252
2017S000093,Noche,22,No es causa del peatón,Motocicleta,Home,27,Conductor,Presentado,Herida leve,427778.04,4584104.1,2.134842,41.403391
2017S000094,Noche,22,No es causa del peatón,Motocicleta,Home,36,Conductor,Presentado,Herida leve,430402.11,4586998.27,2.165897,41.429688
2017S000095,Noche,2,No es causa del peatón,Motocicleta,Home,19,Conductor,Presentado,Herida leve,427922.35,4584422.58,2.136526,41.406268
2017S000096,Noche,4,No es causa del peatón,Turismo,Home,42,Conductor,Presentado,Herida leve,433299.55,4588799.68,2.200368,41.446155
2017S000097,Matutino,6,No es causa del peatón,Furgoneta,Home,44,Conductor,Presentado,Herida leve,433207.52,4586347.21,2.199538,41.424063
2017S000097,Matutino,6,No es causa del peatón,Turismo,Home,37,Conductor,Presentado,Herida leve,433207.52,4586347.21,2.199538,41.424063
2017S000098,Matutino,7,No es causa del peatón,Motocicleta,Dona,45,Conductor,Presentado,Herida leve,430589.26,4582593.08,2.168641,41.39003
2017S000100,Matutino,7,No es causa del peatón,Motocicleta,Home,55,Conductor,Presentado,Herida leve,429072.36,4583956.46,2.150338,41.402173
2017S000102,Matutino,8,No es causa del peatón,Motocicleta,Home,21,Conductor,Presentado,Herida leve,430160.11,4582457.46,2.163526,41.388768
2017S000103,Matutino,8,No es causa del peatón,Motocicleta,Home,28,Conductor,Presentado,Herida leve,428232.71,4582496.74,2.140463,41.388949
2017S000104,Matutino,7,No es causa del peatón,Motocicleta,Home,25,Conductor,Presentado,Herida leve,431819.04,4587014.09,2.182853,41.429954
2017S000104,Matutino,7,No es causa del peatón,Motocicleta,Home,89,Vianant,Desconegut,Muerte,431819.04,4587014.09,2.182853,41.429954
2017S000105,Matutino,9,Otras,Motocicleta,Home,17,Vianant,Desconegut,Herida leve,428374.74,4583169.09,2.142082,41.395023
2017S000106,Matutino,9,No es causa del peatón,Motocicleta,Dona,31,Conductor,Presentado,Herida leve,428500.59,4579100.32,2.144069,41.358386
2017S000106,Matutino,9,No es causa del peatón,Motocicleta,Dona,47,Conductor,Presentado,Herida leve,428500.59,4579100.32,2.144069,41.358386
2017S000107,Matutino,10,No es causa del peatón,Ciclomotor,Dona,42,Conductor,Presentado,Herida leve,430157.82,4583295.99,2.163393,41.396315
2017S000108,Matutino,10,No es causa del peatón,Motocicleta,Home,23,Conductor,Presentado,Herida leve,430538.63,4584984.76,2.167757,41.41156
2017S000109,Matutino,11,No es causa del peatón,Ciclomotor,Home,44,Conductor,Presentado,Herida leve,428519.08,4583171.02,2.143816,41.395054
2017S000110,Matutino,12,Desobedecer Semáforo,Motocicleta,Home,25,Conductor,Presentado,Herida leve,430276.63,4583675.54,2.164773,41.399748
2017S000111,Matutino,9,No es causa del peatón,Motocicleta,Dona,33,Conductor,Presentado,Herida leve,428372.2,4583711.53,2.141994,41.399905
2017S000112,Tarde,14,No es causa del peatón,Motocicleta,Home,17,Conductor,Presentado,Herida leve,426905.29,4583781.6,2.124438,41.400403
2017S000112,Tarde,14,No es causa del peatón,Motocicleta,Home,17,Passatger,Desconegut,Herida leve,426905.29,4583781.6,2.124438,41.400403
2017S000113,Matutino,13,No es causa del peatón,Motocicleta,Home,24,Conductor,Presentado,Herida leve,429829.23,4584042.55,2.159383,41.403014
2017S000114,Tarde,15,No es causa del peatón,Motocicleta,Home,56,Conductor,Presentado,Herida leve,430357.23,4583019.38,2.165817,41.393847
2017S000115,Matutino,12,Desobedecer Semáforo,Motocicleta,Home,43,Conductor,Presentado,Herida leve,433299.55,4588799.68,2.200368,41.446155
2017S000116,Tarde,14,No es causa del peatón,Turismo,Home,44,Conductor,Presentado,Herida leve,429154.18,4586721.64,2.150995,41.427084
2017S000116,Tarde,14,No es causa del peatón,Turismo,Home,59,Conductor,Presentado,Herida leve,429154.18,4586721.64,2.150995,41.427084
2017S000117,Tarde,15,No es causa del peatón,Motocicleta,Home,39,Conductor,Presentado,Herida leve,432822.07,4585667.88,2.195006,41.417906
2017S000118,Tarde,16,No es causa del peatón,Motocicleta,Home,49,Conductor,Presentado,Herida grave,431424.14,4586827.87,2.178147,41.428236
2017S000119,Tarde,16,No es causa del peatón,Motocicleta,Home,27,Conductor,Presentado,Herida leve,428834.73,4581435.17,2.147788,41.379447
2017S000120,Tarde,15,No es causa del peatón,Motocicleta,Home,58,Conductor,Presentado,Herida leve,431338.3,4585269.39,2.177295,41.414196
2017S000121,Tarde,18,No es causa del peatón,Bicicleta,Home,31,Conductor,Presentado,Herida leve,432361.3,4582994.7,2.189789,41.393793
2017S000123,Tarde,17,No es causa del peatón,Motocicleta,Home,25,Conductor,Presentado,Herida leve,433396.55,4586637.52,2.201767,41.426691
2017S000123,Tarde,17,No es causa del peatón,Motocicleta,Home,32,Passatger,Desconegut,Herida leve,433396.55,4586637.52,2.201767,41.426691
2017S000126,Noche,23,No es causa del peatón,Motocicleta,Home,33,Conductor,Presentado,Herida leve,431778.58,4582789.06,2.182839,41.391897
2017S000127,Noche,23,No es causa del peatón,Motocicleta,Home,42,Conductor,Presentado,Herida leve,432767.97,4584002.4,2.194533,41.402905
2017S000127,Noche,23,No es causa del peatón,Turismo,Dona,42,Passatger,Desconegut,Herida leve,432767.97,4584002.4,2.194533,41.402905
2017S000128,Tarde,18,No es causa del peatón,Motocicleta,Home,42,Conductor,Presentado,Herida leve,431318.57,4587748.34,2.176774,41.436522
2017S000129,Noche,0,No es causa del peatón,Bicicleta,Dona,24,Conductor,Presentado,Herida leve,429874.82,4582175.61,2.160138,41.386203
2017S000130,Matutino,6,No es causa del peatón,Turismo,Home,31,Conductor,Presentado,Herida leve,427655.6,4582337.8,2.133581,41.387465
2017S000131,Matutino,10,No es causa del peatón,Taxi,Dona,34,Passatger,Desconegut,Herida leve,428665.73,4580710.39,2.145852,41.372902
2017S000132,Matutino,12,No es causa del peatón,Turismo,Home,80,Vianant,Desconegut,Herida leve,430666.26,4584138.49,2.169385,41.403952
2017S000133,Matutino,12,No es causa del peatón,Bicicleta,Home,47,Conductor,Presentado,Herida leve,430603.89,4582112.72,2.168864,41.385699
2017S000134,Tarde,15,No es causa del peatón,Motocicleta,Home,30,Conductor,Presentado,Herida leve,429698.95,4581649.36,2.158094,41.38145
2017S000136,Tarde,20,No es causa del peatón,Ciclomotor,Dona,20,Passatger,Desconegut,Herida leve,431582.33,4583939.12,2.180365,41.402238
2017S000136,Tarde,20,No es causa del peatón,Ciclomotor,Home,25,Conductor,Presentado,Herida leve,431582.33,4583939.12,2.180365,41.402238
2017S000137,Noche,22,No es causa del peatón,Motocicleta,Home,27,Conductor,Presentado,Herida leve,432181.99,4584767.31,2.187438,41.409746
2017S000138,Noche,23,No es causa del peatón,Motocicleta,Home,55,Conductor,Presentado,Herida leve,432320.94,4581548.53,2.189461,41.380765
2017S000139,Noche,23,No es causa del peatón,Turismo,Dona,26,Passatger,Desconegut,Herida leve,432980.21,4582495.09,2.197248,41.38935
2017S000139,Noche,23,No es causa del peatón,Turismo,Home,29,Passatger,Desconegut,Herida leve,432980.21,4582495.09,2.197248,41.38935
2017S000140,Noche,0,No es causa del peatón,Ciclomotor,Home,29,Conductor,Presentado,Herida leve,430217.68,4587311.17,2.163647,41.432491
2017S000140,Noche,0,No es causa del peatón,Motocicleta,Dona,24,Passatger,Desconegut,Herida leve,430217.68,4587311.17,2.163647,41.432491
2017S000140,Noche,0,No es causa del peatón,Motocicleta,Dona,26,Conductor,Presentado,Herida leve,430217.68,4587311.17,2.163647,41.432491
2017S000141,Noche,1,Cruzar fuera de paso peatonal,Motocicleta,Home,16,Vianant,Desconegut,Herida grave,426780.94,4581441.31,2.123225,41.379316
2017S000141,Noche,1,Cruzar fuera de paso peatonal,Motocicleta,Home,23,Passatger,Desconegut,Herida leve,426780.94,4581441.31,2.123225,41.379316
2017S000141,Noche,1,Cruzar fuera de paso peatonal,Motocicleta,Home,47,Conductor,Presentado,Herida leve,426780.94,4581441.31,2.123225,41.379316
2017S000142,Noche,1,Desobedecer Semáforo,Taxi,Home,18,Vianant,Desconegut,Herida grave,430603.89,4582112.72,2.168864,41.385699
2017S000143,Noche,4,No es causa del peatón,Bicicleta,Home,27,Conductor,Presentado,Herida leve,430890.2,4583377.03,2.172151,41.397117
2017S000145,Matutino,8,No es causa del peatón,Turismo,Dona,35,Conductor,Presentado,Herida leve,428021.18,4584525.18,2.137698,41.407205
2017S000146,Matutino,8,No es causa del peatón,Motocicleta,Home,36,Conductor,Presentado,Herida leve,432517.67,4589078.07,2.190976,41.448602
2017S000147,Matutino,9,No es causa del peatón,Motocicleta,Home,31,Conductor,Presentado,Herida grave,429274.29,4583384.84,2.152821,41.397039
2017S000147,Matutino,9,No es causa del peatón,Motocicleta,Home,45,Conductor,Presentado,Herida grave,429274.29,4583384.84,2.152821,41.397039
2017S000147,Matutino,9,No es causa del peatón,Turismo,Dona,33,Conductor,Presentado,Herida leve,429274.29,4583384.84,2.152821,41.397039
2017S000148,Matutino,10,No es causa del peatón,Turismo,Dona,10,Passatger,Desconegut,Herida leve,427258.62,4582543.83,2.128809,41.389285
2017S000148,Matutino,10,No es causa del peatón,Turismo,Dona,18,Conductor,Presentado,Herida leve,427258.62,4582543.83,2.128809,41.389285
2017S000148,Matutino,10,No es causa del peatón,Turismo,Dona,41,Passatger,Desconegut,Herida leve,427258.62,4582543.83,2.128809,41.389285
2017S000148,Matutino,10,No es causa del peatón,Turismo,Dona,46,Passatger,Desconegut,Herida leve,427258.62,4582543.83,2.128809,41.389285
2017S000149,Matutino,9,No es causa del peatón,Turismo,Home,31,Conductor,Presentado,Herida leve,427621.33,4582903.65,2.133107,41.39256
2017S000149,Matutino,9,No es causa del peatón,Turismo,Home,65,Conductor,Presentado,Herida leve,427621.33,4582903.65,2.133107,41.39256
2017S000150,Matutino,12,No es causa del peatón,Motocicleta,Home,35,Conductor,Presentado,Herida leve,429781.49,4584762.73,2.158726,41.409495
2017S000151,Matutino,13,No es causa del peatón,Motocicleta,Dona,36,Conductor,Presentado,Herida grave,428991.48,4581181.47,2.149695,41.377173
2017S000152,Matutino,13,No es causa del peatón,Motocicleta,Home,84,Conductor,Presentado,Herida leve,431385.57,4584429.25,2.177953,41.406634
2017S000153,Tarde,14,No es causa del peatón,Motocicleta,Home,44,Conductor,Presentado,Herida leve,428226.49,4582026.68,2.140447,41.384715
2017S000154,Matutino,13,No es causa del peatón,AutobĂşs,Home,79,Passatger,Desconegut,Herida leve,433505.13,4585819.44,2.203162,41.419332
2017S000155,Tarde,14,No es causa del peatón,Motocicleta,Dona,24,Conductor,Presentado,Herida leve,432156.15,4581544.02,2.1875,41.380716
2017S000156,Tarde,17,Desobedecer Semáforo,Motocicleta,Home,20,Vianant,Desconegut,Herida leve,430687.45,4583901.95,2.169663,41.401819
2017S000157,Tarde,17,No es causa del peatón,Ciclomotor,Dona,26,Conductor,Presentado,Herida leve,430252.07,4582786.83,2.164588,41.391739
2017S000158,Tarde,18,No es causa del peatón,Turismo,Home,36,Conductor,Presentado,Herida leve,431506.41,4582822.07,2.179582,41.392171
2017S000159,Tarde,18,No es causa del peatón,Turismo,Dona,41,Passatger,Desconegut,Herida leve,432287.89,4588493.7,2.188288,41.443314
2017S000159,Tarde,18,No es causa del peatón,Turismo,Home,66,Passatger,Desconegut,Herida leve,432287.89,4588493.7,2.188288,41.443314
