IdExpediente,Turno,Hora,Causa_de_Accidente,Tipo_VehImplicado,Sexo,TipoPersona,Edad,SeriedadAcc,CoordenadaUTM_Y,CoordenadaUTM_X
2012S000520,Tarde,18,No es causa del peatón,Turismo,Dona,Conductor,25,Herida leve,4587315.77,431790.37
2012S001538,Matutino,10,Desobedecer Semáforo,Turismo,Dona,Vianant,92,Herida leve,4583945.34,429115.21
2012S001548,Matutino,13,No es causa del peatón,Motocicleta,Dona,Conductor,48,Herida leve,4583209.74,430453.38
2012S001073,Matutino,13,No es causa del peatón,Autobús,Dona,Passatger,77,Herida leve,4583810.31,428863.42
2012S001081,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4582662.01,427627.45
2012S001086,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,63,Herida leve,4584977.69,429688.68
2012S001092,Matutino,9,No es causa del peatón,Turismo,Dona,Conductor,26,Herida leve,4582978.36,428859.23
2012S000059,Tarde,19,No es causa del peatón,Turismo,Dona,Passatger,25,Herida leve,4585950.97,434275.09
2012S000061,Matutino,6,No es causa del peatón,Turismo,Home,Conductor,24,Herida leve,4588934.51,432708.20
2012S000061,Matutino,6,No es causa del peatón,Turismo,Dona,Passatger,23,Herida leve,4588934.51,432708.20
2012S000073,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,46,Herida leve,4586934.47,430068.06
2012S000082,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,49,Herida leve,4584161.16,430520.58
2012S000084,Tarde,19,No es causa del peatón,Turismo,Home,Passatger,9,Herida leve,4588693.22,432400.31
2012S000572,Tarde,14,No es causa del peatón,Motocicleta,Dona,Conductor,24,Herida leve,4583588.18,431603.29
2012S001558,Tarde,16,No es causa del peatón,Turismo,Home,Conductor,60,Herida leve,4584613.55,426771.17
2012S001564,Tarde,20,No es causa del peatón,Taxi,Dona,Conductor,50,Herida leve,4583802.47,430908.40
2012S001568,Noche,22,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4587552.94,431022.10
2012S001101,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4584787.69,430949.25
2012S001102,Tarde,15,No es causa del peatón,Motocicleta,Home,Passatger,19,Herida leve,4587694.39,432460.95
2012S001110,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4584298.26,427085.25
2012S001118,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4587200.01,429353.03
2012S000089,Noche,1,No es causa del peatón,Turismo,Home,Conductor,Desconegut,Herida leve,4588558.04,431733.24
2012S000107,Tarde,19,No es causa del peatón,Ciclomotor,Home,Conductor,32,Herida leve,4587549.03,430084.29
2012S000111,Tarde,21,No es causa del peatón,Ciclomotor,Home,Conductor,20,Herida leve,4586708.20,432528.93
2012S000597,Matutino,10,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4581481.84,429430.12
2012S000602,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,44,Herida leve,4582671.86,428532.71
2012S001584,Tarde,19,No es causa del peatón,Turismo,Home,Conductor,33,Herida leve,4587522.29,431931.57
2012S001596,Matutino,7,No es causa del peatón,Turismo,Dona,Passatger,31,Herida leve,4588984.61,432985.58
2012S001601,Matutino,12,No es causa del peatón,Motocicleta,Home,Vianant,65,Herida leve,4583759.12,429176.00
2012S001138,Matutino,8,No es causa del peatón,Ciclomotor,Dona,Conductor,20,Herida leve,4584543.25,430306.01
2012S000125,Tarde,18,No es causa del peatón,Ciclomotor,Home,Conductor,24,Herida leve,4586565.27,432399.62
2012S000132,Matutino,10,No es causa del peatón,Turismo,Dona,Passatger,38,Herida leve,4583346.40,430007.38
2012S000139,Matutino,13,No es causa del peatón,Motocicleta,Dona,Conductor,26,Herida leve,4587894.74,433967.54
2012S000148,Tarde,20,No es causa del peatón,Turismo,Dona,Passatger,47,Herida leve,4589737.00,432306.01
2012S001623,Matutino,8,Cruzar fuera de paso peatonal,Motocicleta,Home,Conductor,48,Herida leve,4582505.63,429177.27
2012S001641,Tarde,17,No es causa del peatón,Ciclomotor,Dona,Conductor,33,Herida leve,4582865.88,429147.21
2012S001642,Tarde,17,No es causa del peatón,Turismo,Home,Conductor,67,Herida leve,4589136.09,432323.88
2012S001175,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,47,Herida leve,4582053.22,427625.21
2012S001176,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,36,Herida leve,4584079.55,431342.62
2012S001190,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4586893.11,431884.17
2012S000149,Noche,22,No es causa del peatón,Bicicleta,Home,Conductor,32,Herida leve,4585282.47,432826.86
2012S000165,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4584231.77,428273.50
2012S000168,Matutino,10,No es causa del peatón,Turismo,Dona,Vianant,27,Herida leve,4583812.18,428893.65
2012S000170,Matutino,8,No es causa del peatón,Motocicleta,Dona,Conductor,26,Herida leve,4585756.57,433302.68
2012S000174,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,53,Herida leve,4583721.88,429205.74
2012S000654,Matutino,12,No es causa del peatón,Turismo,Home,Conductor,72,Herida leve,4586996.28,429576.46
2012S001653,Tarde,21,No es causa del peatón,Turismo,Dona,Conductor,38,Herida leve,4585164.49,434559.77
2012S001663,Matutino,12,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida grave,4584230.25,432599.51
2012S001663,Matutino,12,No es causa del peatón,Bicicleta,Home,Conductor,33,Herida leve,4584230.25,432599.51
2012S001674,Tarde,17,Desobedecer Semáforo,Motocicleta,Dona,Conductor,33,Herida leve,4582318.54,431071.58
2012S001201,Tarde,20,No es causa del peatón,Ciclomotor,Dona,Conductor,21,Herida leve,4582832.64,430673.11
2012S001214,Matutino,9,No es causa del peatón,Bicicleta,Home,Conductor,39,Herida leve,4586366.07,433917.94
2012S000191,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,66,Herida leve,4586933.54,430531.79
2012S000210,Tarde,20,No es causa del peatón,Motocicleta,Home,Conductor,57,Herida leve,4581343.13,428049.61
2012S000211,Tarde,15,No es causa del peatón,Bicicleta,Home,Conductor,46,Herida leve,4585390.97,425261.98
2012S000680,Matutino,10,Transitar a pie por calzada,Motocicleta,Dona,Vianant,15,Herida leve,4584204.55,429771.34
2012S000694,Tarde,15,Desobedecer Semáforo,Motocicleta,Home,Conductor,36,Herida leve,4583177.25,432220.70
2012S001691,Noche,23,No es causa del peatón,Ciclomotor,Home,Conductor,20,Herida leve,4584292.69,432154.54
2012S001251,Matutino,13,No es causa del peatón,Autobús,Dona,Passatger,76,Herida leve,4582756.52,428553.18
2012S001256,Tarde,19,No es causa del peatón,Motocicleta,Dona,Conductor,27,Herida leve,4581547.39,431630.33
2012S000220,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,17,Herida leve,4582786.76,428046.77
2012S000231,Tarde,17,No es causa del peatón,Motocicleta,Home,Conductor,20,Herida leve,4584033.16,431049.04
2012S000232,Tarde,17,No es causa del peatón,Motocicleta,Dona,Conductor,48,Herida leve,4583362.96,430417.82
2012S000234,Tarde,19,No es causa del peatón,Taxi,Dona,Vianant,50,Herida leve,4582971.84,428535.96
2012S000239,Tarde,21,No es causa del peatón,Taxi,Home,Conductor,37,Herida leve,4582464.36,430074.74
2012S000242,Tarde,20,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida leve,4581174.89,426883.73
2012S000706,Matutino,11,No es causa del peatón,Motocicleta,Dona,Conductor,62,Herida leve,4583360.31,429285.78
2012S000714,Tarde,16,No es causa del peatón,Turismo,Dona,Passatger,25,Herida leve,4584472.82,432156.70
2012S000730,Tarde,16,No es causa del peatón,Ciclomotor,Home,Passatger,29,Herida leve,4581761.25,427430.45
2012S001717,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4578637.35,429738.80
2012S001734,Matutino,9,No es causa del peatón,Taxi,Dona,Vianant,19,Herida leve,4581712.62,428800.07
2012S001278,Tarde,20,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4581782.80,429840.96
2012S000273,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,48,Herida leve,4587583.26,430649.83
2012S003769,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,27,Herida leve,4582832.64,430673.11
2012S002299,Tarde,18,No es causa del peatón,Autobús,Dona,Passatger,32,Herida leve,4581877.64,431443.82
2012S002300,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,19,Herida leve,4583716.47,431328.45
2012S002309,Matutino,13,No es causa del peatón,Bicicleta,Dona,Conductor,33,Herida leve,4584713.39,431223.43
2012S002311,Matutino,8,Cruzar fuera de paso peatonal,Bicicleta,Home,Vianant,38,Herida leve,4584028.63,430715.18
2012S002318,Matutino,11,No es causa del peatón,Bicicleta,Home,Conductor,29,Herida leve,4584050.30,431549.36
2012S002323,Matutino,13,No es causa del peatón,Autobús,Home,Conductor,44,Herida leve,4584710.01,429391.38
2012S002798,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,34,Herida leve,4583265.93,430893.33
2012S002805,Tarde,19,No es causa del peatón,Motocicleta,Dona,Passatger,28,Herida grave,4581269.61,431461.76
2012S002827,Tarde,16,No es causa del peatón,Turismo,Home,Conductor,40,Herida leve,4585511.19,432375.22
2012S003288,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4588934.51,432708.20
2012S003296,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,24,Herida leve,4584234.28,428262.27
2012S003301,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4578561.81,429718.16
2012S001806,Tarde,18,No es causa del peatón,Turismo,Dona,Passatger,14,Herida leve,4583689.47,426840.72
2012S001822,Matutino,12,No es causa del peatón,Motocicleta,Home,Conductor,65,Herida leve,4585187.76,427426.09
2012S001833,Tarde,18,No es causa del peatón,Ciclomotor,Home,Conductor,18,Herida leve,4584240.98,428291.72
2012S002331,Tarde,14,No es causa del peatón,Turismo,Dona,Conductor,32,Herida leve,4588822.29,431784.01
2012S003331,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4585788.71,432526.31
2012S001840,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,43,Herida leve,4586856.55,431904.73
2012S001864,Matutino,13,No es causa del peatón,Turismo,Dona,Passatger,75,Herida leve,4589063.89,432262.30
2012S002369,Tarde,21,No es causa del peatón,Motocicleta,Dona,Conductor,40,Herida leve,4580585.64,428233.02
2012S002859,Noche,0,No es causa del peatón,Ciclomotor,Home,Conductor,44,Herida leve,4584671.88,432188.79
2012S002868,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,62,Herida leve,4581889.07,431432.45
2012S003340,Tarde,16,Desobedecer Semáforo,Autobús,Dona,Passatger,57,Herida leve,4582892.00,430181.79
2012S003342,Tarde,19,No es causa del peatón,Turismo,Home,Conductor,37,Herida leve,4584425.42,432081.14
2012S003348,Noche,23,No es causa del peatón,Turismo,Dona,Passatger,44,Herida leve,4588251.55,429519.57
2012S003365,Matutino,10,No es causa del peatón,Turismo,Dona,Vianant,26,Herida leve,4587483.40,431699.75
2012S001866,Tarde,15,No es causa del peatón,Ciclomotor,Home,Conductor,17,Herida leve,4582259.89,426808.48
2012S001877,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,22,Herida leve,4582296.27,426848.32
2012S001896,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4582046.40,427792.74
2012S002398,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,29,Herida leve,4583926.33,430802.65
2012S002398,Matutino,8,No es causa del peatón,Bicicleta,Home,Conductor,37,Herida leve,4583926.33,430802.65
2012S002403,Matutino,12,No es causa del peatón,Motocicleta,Home,Conductor,33,Herida leve,4582652.93,429564.83
2012S002410,Tarde,16,No es causa del peatón,Motocicleta,Dona,Passatger,25,Herida leve,4581924.12,425858.07
2012S002418,Tarde,14,No es causa del peatón,Turismo,Dona,Passatger,77,Herida leve,4582991.62,430415.40
2012S002909,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,39,Herida leve,4584297.25,431152.84
2012S003375,Tarde,16,No es causa del peatón,Motocicleta,Home,Conductor,40,Herida leve,4581650.03,429091.08
2012S003378,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,46,Herida leve,4583904.05,427903.82
2012S001909,Tarde,14,No es causa del peatón,Motocicleta,Dona,Conductor,19,Herida leve,4582192.05,426498.61
2012S001930,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,57,Herida leve,4575737.28,427806.71
2012S002448,Tarde,20,No es causa del peatón,Ciclomotor,Home,Passatger,25,Herida leve,4582236.15,431083.18
2012S002931,Noche,23,No es causa del peatón,Ciclomotor,Dona,Conductor,19,Herida leve,4583529.15,430563.48
2012S002946,Tarde,14,No es causa del peatón,Motocicleta,Home,Conductor,35,Herida leve,4582268.39,427765.48
2012S002952,Tarde,16,No es causa del peatón,Ciclomotor,Home,Conductor,34,Herida leve,4583101.19,429802.77
2012S003407,Tarde,18,No es causa del peatón,Turismo,Home,Passatger,23,Herida leve,4588024.90,431472.06
2012S003411,Tarde,18,No es causa del peatón,Motocicleta,Home,Conductor,50,Herida grave,4583445.84,425910.22
2012S003414,Noche,22,No es causa del peatón,Motocicleta,Home,Conductor,53,Herida leve,4580852.00,429396.07
2012S003416,Tarde,21,No es causa del peatón,Turismo,Dona,Passatger,1,Herida leve,4587149.09,428707.23
2012S003431,Noche,5,No es causa del peatón,Turismo,Home,Passatger,22,Herida leve,4587644.65,434034.38
2012S001947,Tarde,19,No es causa del peatón,Motocicleta,Dona,Conductor,55,Herida leve,4583470.69,427250.25
2012S002962,Tarde,21,Transitar a pie por calzada,Turismo,Dona,Vianant,65,Herida leve,4583778.94,430889.31
2012S002963,Matutino,8,No es causa del peatón,Ciclomotor,Dona,Conductor,27,Herida leve,4583669.10,430995.49
2012S002964,Tarde,19,No es causa del peatón,Motocicleta,Dona,Conductor,41,Herida leve,4588934.51,432708.20
2012S002972,Matutino,9,No es causa del peatón,Motocicleta,Home,Conductor,38,Herida leve,4582760.74,430794.78
2012S003446,Tarde,14,No es causa del peatón,Bicicleta,Dona,Conductor,26,Herida leve,4582253.78,429707.75
2012S002514,Tarde,20,No es causa del peatón,Motocicleta,Dona,Conductor,19,Herida leve,4580199.29,430955.92
2012S002992,Matutino,7,No es causa del peatón,Motocicleta,Home,Conductor,37,Herida leve,4587864.52,430928.95
2012S003477,Matutino,12,No es causa del peatón,Motocicleta,Home,Conductor,43,Herida leve,4584048.88,432297.41
2012S003489,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,49,Herida leve,4582135.26,429579.75
2012S002004,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,54,Herida leve,4582991.06,428730.60
2012S002014,Tarde,15,No es causa del peatón,Ciclomotor,Dona,Conductor,41,Herida leve,4581257.05,429224.59
2012S002019,Noche,22,No es causa del peatón,Motocicleta,Dona,Conductor,34,Herida leve,4585199.49,431549.59
2012S002025,Matutino,10,No es causa del peatón,Motocicleta,Home,Conductor,26,Herida leve,4587759.30,430986.81
2012S002550,Matutino,9,No es causa del peatón,Ciclomotor,Home,Conductor,22,Herida leve,4582745.98,430155.81
2012S003023,Noche,2,No es causa del peatón,Taxi,Home,Conductor,38,Herida leve,4581286.89,427480.47
2012S003046,Noche,0,No es causa del peatón,Taxi,Home,Conductor,27,Herida leve,4582796.58,429798.29
2012S003501,Matutino,8,No es causa del peatón,Motocicleta,Home,Vianant,62,Herida leve,4583383.70,428695.45
2012S003517,Tarde,15,No es causa del peatón,Bicicleta,Home,Conductor,55,Herida leve,4586945.65,431857.35
2012S003519,Tarde,21,No es causa del peatón,Autobús,Home,Conductor,33,Herida leve,4583662.68,430723.38
2012S003530,Matutino,12,No es causa del peatón,Bicicleta,Dona,Conductor,37,Herida leve,4581765.37,429552.81
2012S003530,Matutino,12,No es causa del peatón,Bicicleta,Home,Vianant,40,Herida leve,4581765.37,429552.81
2012S002055,Matutino,11,No es causa del peatón,Turismo,Home,Conductor,75,Herida leve,4586831.28,428523.13
2012S002580,Matutino,13,No es causa del peatón,Ciclomotor,Home,Conductor,46,Herida leve,4581650.76,431952.05
2012S003057,Noche,3,No es causa del peatón,Turismo,Dona,Passatger,26,Herida leve,4584288.72,426398.25
2012S003061,Matutino,11,No es causa del peatón,Turismo,Dona,Vianant,Desconegut,Herida grave,4583900.16,431715.80
2012S003075,Tarde,18,No es causa del peatón,Turismo,Dona,Conductor,39,Herida leve,4588880.76,432417.82
2012S003080,Noche,22,No es causa del peatón,Motocicleta,Home,Conductor,25,Herida leve,4588214.79,432360.88
2012S003082,Tarde,21,No es causa del peatón,Motocicleta,Dona,Passatger,52,Herida leve,4582984.87,432012.46
2012S003543,Tarde,18,No es causa del peatón,Turismo,Dona,Conductor,51,Herida leve,4583968.23,426724.01
2012S003557,Noche,22,No es causa del peatón,Taxi,Home,Passatger,63,Herida leve,4582651.53,427951.34
2012S003557,Noche,22,No es causa del peatón,Taxi,Dona,Passatger,64,Herida leve,4582651.53,427951.34
2012S003560,Noche,0,No es causa del peatón,Motocicleta,Dona,Passatger,32,Herida leve,4582561.55,429654.01
2012S002073,Tarde,20,No es causa del peatón,Ciclomotor,Dona,Conductor,26,Herida leve,4583444.61,429174.94
2012S002605,Matutino,12,No es causa del peatón,Motocicleta,Home,Conductor,19,Herida leve,4585710.74,428925.00
2012S003089,Matutino,13,No es causa del peatón,Motocicleta,Home,Conductor,28,Herida leve,4584810.57,429777.11
2012S003092,Tarde,16,No es causa del peatón,Turismo,Dona,Passatger,20,Herida leve,4586544.65,433319.33
2012S003092,Tarde,16,No es causa del peatón,Turismo,Dona,Passatger,70,Herida leve,4586544.65,433319.33
2012S003096,Tarde,19,No es causa del peatón,Turismo,Home,Passatger,9,Herida leve,4583730.69,431738.28
2012S003104,Matutino,8,No es causa del peatón,Motocicleta,Home,Conductor,46,Herida leve,4588861.72,431819.48
2012S003110,Matutino,13,No es causa del peatón,Motocicleta,Dona,Conductor,26,Herida leve,4582602.57,430215.66
2012S003588,Tarde,18,No es causa del peatón,Bicicleta,Home,Conductor,30,Herida leve,4584538.19,430914.98
2012S003594,Tarde,20,No es causa del peatón,Autobús,Dona,Passatger,56,Herida leve,4583036.27,429564.82
2012S002095,Matutino,9,No es causa del peatón,Motocicleta,Dona,Conductor,32,Herida leve,4583069.05,429157.98
2012S002102,Matutino,12,No es causa del peatón,Taxi,Dona,Vianant,83,Herida leve,4584781.03,429512.86
2012S002109,Tarde,14,No es causa del peatón,Motocicleta,Dona,Passatger,19,Herida leve,4587554.25,430572.27
2012S002120,Tarde,21,No es causa del peatón,Motocicleta,Home,Conductor,60,Herida leve,4578918.74,428631.82
2012S002128,Matutino,7,No es causa del peatón,Ciclomotor,Dona,Conductor,23,Herida leve,4582692.13,429765.70
2012S003123,Tarde,15,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4582521.71,429561.14
2012S003124,Tarde,19,No es causa del peatón,Motocicleta,Home,Conductor,31,Herida leve,4585437.10,431573.24
2012S003129,Tarde,21,No es causa del peatón,Motocicleta,Dona,Conductor,33,Herida leve,4582690.93,428030.24
2012S003140,Matutino,10,No es causa del peatón,Motocicleta,Home,Conductor,61,Herida leve,4588308.87,430372.61
2012S002146,Tarde,15,No es causa del peatón,Ciclomotor,Dona,Conductor,27,Herida leve,4582536.48,431016.65
2012S002669,Tarde,21,No es causa del peatón,Turismo,Dona,Passatger,25,Herida leve,4583314.30,433668.11
2012S003149,Matutino,13,No es causa del peatón,Ciclomotor,Home,Conductor,22,Herida leve,4581543.39,428996.02
2012S003152,Matutino,13,No es causa del peatón,Turismo,Home,Passatger,28,Herida leve,4586162.25,428936.30
2012S002167,Tarde,19,No es causa del peatón,Turismo,Dona,Passatger,53,Herida leve,4589271.31,432291.46
2012S002180,Tarde,20,No es causa del peatón,Turismo,Home,Conductor,25,Herida leve,4580028.12,428042.80
2012S002702,Matutino,11,No es causa del peatón,Motocicleta,Home,Conductor,58,Herida leve,4581338.17,429146.44
2012S003680,Tarde,18,No es causa del peatón,Motocicleta,Home,Vianant,89,Herida leve,4582095.53,430081.36
2012S003695,Matutino,9,No es causa del peatón,Taxi,Home,Conductor,38,Herida leve,4580637.70,431190.32
2012S002196,Tarde,14,No es causa del peatón,Ciclomotor,Dona,Passatger,22,Herida leve,4584148.34,431635.26
2012S002197,Tarde,15,Desobedecer Semáforo,Motocicleta,Home,Conductor,29,Herida leve,4582611.30,428918.71
